Item_ID,Product_ID
4198696000000907113,4198696000000897684
4198696000000907189,4198696000000898026
4198696000000907225,4198696000000898188
4198696000000907233,4198696000000898224
4198696000000907243,4198696000000898269
4198696000000907287,4198696000000898467
4198696000000913063,4198696000000899232
4198696000000913071,4198696000000899268
4198696000000913902,4198696000000898611
4198696000000913978,4198696000000913969
4198696000001041669,4198696000001039717
4198696000001041671,4198696000001039726
4198696000001041675,4198696000001039744
4198696000001041679,4198696000001039762
4198696000001041707,4198696000001039888
4198696000001041711,4198696000001039906
4198696000001041727,4198696000001039978
4198696000001041751,4198696000001040086
4198696000001041813,4198696000001040365
4198696000001041825,4198696000001040419
4198696000001054984,4198696000001040905
4198696000001055021,4198696000001040968
4198696000001046982,4198696000001045938
4198696000001046994,4198696000001045992
4198696000001047008,4198696000001046055
4198696000001047026,4198696000001046136
4198696000001047032,4198696000001046163
4198696000001047048,4198696000001046235
4198696000001047082,4198696000001046388
4198696000001047116,4198696000001046541
4198696000001068365,4198696000001089307
4198696000001068489,4198696000001089217
4198696000001089535,4198696000001086331
4198696000001089547,4198696000001086385
4198696000001223136,4198696000001223116
4198696000001559049,4198696000001406300
4198696000001559093,4198696000001406669
4198696000001559155,4198696000001407146
4198696000001559225,4198696000001407344
4198696000001559267,4198696000001406912
4198696000001522043,4198696000001464010
4198696000001466012,4198696000001466001
4198696000001481409,4198696000001481320
4198696000001559548,4198696000001407533
4198696000001559590,4198696000001408235
4198696000001559592,4198696000001408172
4198696000001559636,4198696000001407911
4198696000001559702,4198696000001407605
4198696000001559710,4198696000001407506
4198696000001615442,4198696000001613897
4198696000001615468,4198696000001614014
4198696000001615494,4198696000001614131
4198696000001615530,4198696000001614293
4198696000001615580,4198696000001614518
4198696000001615608,4198696000001614644
4198696000001615618,4198696000001614689
4198696000001615630,4198696000001614743
4198696000001615644,4198696000001614806
4198696000001615650,4198696000001614833
4198696000001615704,4198696000001615076
4198696000001615710,4198696000001615103
4198696000001615730,4198696000001615193
4198696000001615742,4198696000001615247
4198696000001619111,4198696000001613330
4198696000001619171,4198696000001613600
4198696000001619183,4198696000001613654
4198696000001619853,4198696000001611989
4198696000001619935,4198696000001612367
4198696000001619971,4198696000001612529
4198696000001619995,4198696000001612637
4198696000001620003,4198696000001612673
4198696000001620025,4198696000001612772
4198696000001620027,4198696000001612781
4198696000001620029,4198696000001612790
4198696000001620085,4198696000001613042
4198696000001623347,4198696000001610603
4198696000001623391,4198696000001610801
4198696000001623397,4198696000001610828
4198696000001623411,4198696000001610891
4198696000001623433,4198696000001610990
4198696000001623435,4198696000001610999
4198696000001623467,4198696000001611143
4198696000001623557,4198696000001611557
4198696000001685169,4198696000001674886
4198696000001685344,4198696000001674778
4198696000001685346,4198696000001674787
4198696000001685358,4198696000001674841
4198696000001685364,4198696000001674868
4198696000001685670,4198696000001685120
4198696000001900357,4198696000001900346
4198696000002124051,4198696000002124040
4198696000002192229,4198696000002192218
4198696000002481653,4198696000000670254
4198696000002566127,4198696000002566078
4198696000002572131,4198696000000897288
4198696000002572162,4198696000001057930
4198696000002600003,4198696000002572698
4198696000002600033,4198696000002572977
4198696000002600039,4198696000002572941
4198696000002600071,4198696000002572878
4198696000002584765,4198696000002584699
4198696000002622673,4198696000002622660
4198696000002664910,4198696000002664872
4198696000002709041,4198696000001614806
4198696000002709087,4198696000002124040
4198696000002710057,4198696000000899340
4198696000002722133,4198696000001615337
4198696000002722339,4198696000001674985
4198696000002797079,4198696000001407020
4198696000002797192,4198696000000865252
4198696000002797717,4198696000002797506
4198696000002890582,4198696000000899466
4198696000002890601,4198696000001108111
4198696000002890714,4198696000001614266
4198696000002890724,4198696000001522218
4198696000002890829,4198696000002890785
4198696000002957561,4198696000002957520
4198696000003000021,4198696000003000001
4198696000003013213,4198696000003013170
4198696000003013760,4198696000003013726
4198696000003025678,4198696000002957469
4198696000003065012,4198696000003065001
4198696000003065221,4198696000003013003
4198696000003100063,4198696000003100052
4198696000003159510,4198696000001614140
4198696000003252292,4198696000003252224
4198696000003338788,4198696000001613915
4198696000003338796,4198696000001614365
4198696000003396071,4198696000003396054
4198696000003538353,4198696000003538342
4198696000003539663,4198696000003539648
4198696000003590176,4198696000003590163
4198696000003722443,4198696000003722414
4198696000003722638,4198696000003722616
4198696000003781059,4198696000003679466
4198696000003863568,4198696000001614068
4198696000003927982,4198696000000861886
4198696000003937164,4198696000003937104
4198696000003972970,4198696000002146116
4198696000003976281,4198696000003952955
4198696000004093181,4198696000004093170
4198696000004126315,4198696000000863056
4198696000004126321,4198696000001615319
4198696000004126333,4198696000001614383
4198696000004150274,4198696000004126981
4198696000004150292,4198696000004150061
4198696000004150302,4198696000004150101
4198696000004153089,4198696000004153056
4198696000004356013,4198696000002582073
4198696000004417012,4198696000004417001
4198696000004630242,4198696000004629494
4198696000004630252,4198696000004629569
4198696000004630270,4198696000004629650
4198696000004630348,4198696000004629749
4198696000004764426,4198696000004629767
4198696000004764448,4198696000004629839
4198696000004764464,4198696000004629911
4198696000004764488,4198696000004629983
4198696000004434434,4198696000001614230
4198696000004434903,4198696000000670209
4198696000004457042,4198696000000899781
4198696000004535301,4198696000004417907
4198696000004540329,4198696000004421385
4198696000004546432,4198696000004546379
4198696000004618854,4198696000004618830
4198696000004683856,4198696000003722091
4198696000004715051,4198696000004715030
4198696000004777182,4198696000004777171
4198696000004993282,4198696000004993271
4198696000005012539,4198696000005012510
4198696000005012543,4198696000005012519
4198696000005033773,4198696000002572887
4198696000005033777,4198696000002566271
4198696000005037333,4198696000005037322
4198696000005037973,4198696000005037951
4198696000005042123,4198696000003972577
4198696000005166557,4198696000005166526
4198696000005166784,4198696000005166755
4198696000005169135,4198696000005169115
4198696000005169137,4198696000005169124
4198696000005292379,4198696000005292303
4198696000005304333,4198696000005304316
4198696000005321158,4198696000000836985
4198696000005321170,4198696000005321058
4198696000005354141,4198696000005354130
4198696000005376353,4198696000003142001
4198696000005376474,4198696000005376463
4198696000005432048,4198696000001613942
4198696000005433048,4198696000005433037
4198696000005450172,4198696000005450152
4198696000005493692,4198696000005493561
4198696000005510306,4198696000005510293
4198696000005510459,4198696000005510437
4198696000005550015,4198696000005387818
4198696000005590082,4198696000005590071
4198696000005614063,4198696000005614052
4198696000005639087,4198696000005639063
4198696000005639485,4198696000005639470
4198696000005728442,4198696000005728422
4198696000005728709,4198696000005639819
4198696000005766388,4198696000005766377
4198696000005829205,4198696000005829194
4198696000005829280,4198696000005829269
4198696000005923158,4198696000001406282
4198696000005905710,4198696000005905681
4198696000005905712,4198696000005905690
4198696000005905714,4198696000005905699
4198696000005924184,4198696000005924173
4198696000005939207,4198696000005728173
4198696000005939746,4198696000005939735
4198696000005968375,4198696000005968364
4198696000006015012,4198696000006015001
4198696000006085322,4198696000003751980
4198696000006102126,4198696000006102115
4198696000006120069,4198696000002859992
4198696000006120377,4198696000006120357
4198696000006201701,4198696000006085587
4198696000006201815,4198696000006129115
4198696000006248003,4198696000006129168
4198696000006380531,4198696000006380520
4198696000006389219,4198696000005662119
4198696000006389285,4198696000006380577
4198696000006417285,4198696000006417274
4198696000006449206,4198696000006449189
4198696000006449363,4198696000006449337
4198696000006449528,4198696000006449517
4198696000006468012,4198696000006468001
4198696000006468974,4198696000006468963
4198696000006515229,4198696000006515209
4198696000006545618,4198696000006545489
4198696000006583234,4198696000006583203
4198696000006583919,4198696000006583904
4198696000006583947,4198696000006583936
4198696000006616479,4198696000003751980
4198696000006616489,4198696000003679219
4198696000006616507,4198696000003952123
4198696000006616515,4198696000003952314
4198696000006681393,4198696000004832377
4198696000006681409,4198696000006681228
4198696000006703762,4198696000006632093
4198696000006703772,4198696000000862426
4198696000006723672,4198696000000676855
4198696000006780528,4198696000006780189
4198696000006780554,4198696000004655485
4198696000006798099,4198696000004655447
4198696000006798101,4198696000004655456
4198696000006818113,4198696000006818094
4198696000006818379,4198696000006818364
4198696000006993063,4198696000001612475
4198696000006993073,4198696000000863902
4198696000006993085,4198696000001614815
4198696000006993507,4198696000006784179
4198696000006998619,4198696000003000837
4198696000007116086,4198696000007116075
4198696000007121430,4198696000004161508
4198696000007121893,4198696000002572743
4198696000007161078,4198696000006998006
4198696000007161526,4198696000004190983
4198696000007161742,4198696000006945001
4198696000007221226,4198696000007221215
4198696000007221259,4198696000007221246
4198696000007221444,4198696000007221433
4198696000007365057,4198696000007365046
4198696000007365683,4198696000007365672
4198696000007371740,4198696000007371729
4198696000007454507,4198696000000677287
4198696000007454700,4198696000007454689
4198696000007471024,4198696000007454711
4198696000007509033,4198696000000588376
4198696000007509217,4198696000007509206
4198696000007509562,4198696000001611971
4198696000007537379,4198696000007537364
4198696000007542133,4198696000007542113
4198696000007570007,4198696000002572968
4198696000007752185,4198696000007752174
4198696000007762509,4198696000007762498
4198696000007812627,4198696000007812137
4198696000007812689,4198696000007811939
4198696000007812693,4198696000007811957
4198696000007812701,4198696000007812038
4198696000007812737,4198696000007811894
4198696000007812743,4198696000007811390
4198696000007812769,4198696000007811372
4198696000007812777,4198696000007812029
4198696000007812781,4198696000007812200
4198696000007812795,4198696000007812290
4198696000007812803,4198696000004421016
4198696000007812841,4198696000007812344
4198696000007812851,4198696000007812488
4198696000007812861,4198696000007812506
4198696000007837008,4198696000007813988
4198696000007898177,4198696000007744609
4198696000007923736,4198696000005639828
4198696000007972127,4198696000001610468
4198696000007972141,4198696000000862084
4198696000008096129,4198696000008096109
4198696000008096154,4198696000008096143
4198696000008096351,4198696000008096324
4198696000008244782,4198696000000602428
4198696000008244960,4198696000008244949
4198696000008394135,4198696000004882233
4198696000008545462,4198696000007744652
4198696000008585281,4198696000008585237
4198696000008589028,4198696000002572689
4198696000008589289,4198696000008589278
4198696000008622632,4198696000007874949
4198696000008624055,4198696000008624044
4198696000008656053,4198696000003679219
4198696000008656106,4198696000006545570
4198696000008656108,4198696000008656077
4198696000008656186,4198696000001615220
4198696000008726344,4198696000008726331
4198696000008815082,4198696000006468278
4198696000008817817,4198696000008817739
4198696000008912975,4198696000008912953
4198696000009033407,4198696000009033383
4198696000009033724,4198696000006998006
4198696000009097797,4198696000003972555
4198696000009105015,4198696000005639819
4198696000009249454,4198696000009249414
4198696000009282118,4198696000009282107
4198696000009305454,4198696000001612988
4198696000009345296,4198696000009345257
4198696000009417187,4198696000009417149
4198696000009449582,4198696000009449562
4198696000009452341,4198696000002574067
4198696000009452735,4198696000000861751
4198696000009452880,4198696000009452792
4198696000009503317,4198696000009503304
4198696000009530301,4198696000009530254
4198696000009530307,4198696000009530281
4198696000009719021,4198696000009719001
4198696000009719353,4198696000009719324
4198696000009740184,4198696000003679286
4198696000009783996,4198696000009783983
4198696000009852588,4198696000009852568
4198696000009867423,4198696000009867412
4198696000009874224,4198696000009874213
4198696000009874429,4198696000009874418
4198696000009959215,4198696000000861634
4198696000009959309,4198696000001612853
4198696000009988665,4198696000009988654
4198696000010031744,4198696000001611827
4198696000010084710,4198696000010084699
4198696000010084815,4198696000010084804
4198696000010185318,4198696000010185307
4198696000010251510,4198696000006141127
4198696000010251578,4198696000001614041
4198696000010315012,4198696000010315001
4198696000010341199,4198696000010341184
4198696000010345836,4198696000010345823
4198696000010435353,4198696000010435322
4198696000010464506,4198696000010464495
4198696000010464811,4198696000001407299
4198696000010545757,4198696000010545746
4198696000010596289,4198696000005510142
4198696000010617003,4198696000003522812
4198696000010636462,4198696000010636449
4198696000010636990,4198696000010636979
4198696000010661481,4198696000010661448
4198696000010698276,4198696000006632192
4198696000010698605,4198696000010698551
4198696000010698684,4198696000010698669
4198696000010700899,4198696000001613114
4198696000010703371,4198696000000862426
4198696000010767528,4198696000002192116
4198696000010767538,4198696000003315438
4198696000010776129,4198696000007454947
4198696000010795328,4198696000010795308
4198696000010799163,4198696000010799150
4198696000010799724,4198696000010799694
4198696000010840073,4198696000010840062
4198696000010848234,4198696000010805172
4198696000010867011,4198696000007837062
4198696000010915140,4198696000008126093
4198696000010915158,4198696000009956847
4198696000010915164,4198696000008457314
4198696000010915789,4198696000010915778
4198696000010936710,4198696000010936699
4198696000010978436,4198696000005326329
4198696000011011174,4198696000008912953
4198696000011063471,4198696000011063456
4198696000011063699,4198696000005304236
4198696000011107205,4198696000001045749
4198696000011107211,4198696000011064191
4198696000011107241,4198696000003252206
4198696000011107255,4198696000011064383
4198696000011107261,4198696000011064410
4198696000011237206,4198696000005387566
4198696000011237218,4198696000005292816
4198696000011237985,4198696000011063959
4198696000011275415,4198696000007024501
4198696000011275423,4198696000004993454
4198696000011298025,4198696000006945350
4198696000011298031,4198696000006532729
4198696000011295195,4198696000011295169
4198696000011295201,4198696000010596306
4198696000011316439,4198696000001611917
4198696000011326842,4198696000000588340
4198696000011326927,4198696000003679448
4198696000011326935,4198696000003952241
4198696000011364014,4198696000011255728
4198696000011364069,4198696000011364049
4198696000011407548,4198696000008912944
4198696000011409077,4198696000008815475
4198696000011409546,4198696000011409527
4198696000011461585,4198696000006361837
4198696000011482042,4198696000002572833
4198696000011482086,4198696000011175221
4198696000011482334,4198696000001613042
4198696000011482364,4198696000001610990
4198696000011516068,4198696000001046190
4198696000011516204,4198696000011147021
4198696000011516329,4198696000011516309
4198696000011516408,4198696000006545525
4198696000011533110,4198696000000865153
4198696000011533120,4198696000000865198
4198696000011533134,4198696000000862543
4198696000011533150,4198696000001610990
4198696000011594860,4198696000011594633
4198696000011594862,4198696000011594674
4198696000011594864,4198696000004655494
4198696000011606596,4198696000004950444
4198696000011638283,4198696000011638263
4198696000011718110,4198696000009033392
4198696000011718418,4198696000011718407
4198696000011718542,4198696000011718484
4198696000011767162,4198696000011767151
4198696000011767757,4198696000010661448
4198696000011834247,4198696000010390404
4198696000011834259,4198696000011834232
4198696000011834380,4198696000007594002
4198696000011843555,4198696000011843544
4198696000011909486,4198696000011909475
4198696000012057374,4198696000012057339
4198696000012057376,4198696000012057348
4198696000012103528,4198696000012103502
4198696000012121338,4198696000012121327
4198696000012121436,4198696000000670803
4198696000012121438,4198696000000670794
4198696000012152574,4198696000012152540
4198696000012172015,4198696000012152967
4198696000012176309,4198696000012114555
4198696000012176317,4198696000003952512
4198696000012176339,4198696000012114676
4198696000012182480,4198696000012182358
4198696000012182496,4198696000004015081
4198696000012182498,4198696000012182429
4198696000012188319,4198696000012188101
4198696000012188987,4198696000012182132
4198696000012190701,4198696000012190560
4198696000012190727,4198696000012190677
4198696000012225384,4198696000012225143
4198696000012225396,4198696000012225197
4198696000012239362,4198696000007923225
4198696000012240003,4198696000012225819
4198696000012301882,4198696000009259686
4198696000012316154,4198696000012240128
4198696000012354131,4198696000009852846
4198696000012354145,4198696000001613555
4198696000012354165,4198696000000860968
4198696000012354193,4198696000000862390
4198696000012360083,4198696000012342992
4198696000012360089,4198696000012360019
4198696000012368150,4198696000012368097
4198696000012371114,4198696000012371019
4198696000012410279,4198696000012372000
4198696000012419432,4198696000011407535
4198696000012439510,4198696000009029596
4198696000012442387,4198696000001614725
4198696000012467115,4198696000012467094
4198696000012534043,4198696000012543330
4198696000012534158,4198696000012534119
4198696000012651028,4198696000012651013
4198696000012651369,4198696000012651358
4198696000012720960,4198696000001086349
4198696000012819624,4198696000012819504
4198696000012887338,4198696000012887305
4198696000012887840,4198696000012887825
4198696000012887516,4198696000005766037
4198696000012946887,4198696000010328415
4198696000012995803,4198696000000861877
4198696000013045247,4198696000012946754
4198696000013045424,4198696000007940358
4198696000013095332,4198696000013095321
4198696000013123019,4198696000013095158
4198696000013123760,4198696000002192430
4198696000013167111,4198696000000862021
4198696000013167571,4198696000000862138
4198696000013167597,4198696000007388020
4198696000013167621,4198696000001610981
4198696000013167629,4198696000001611584
4198696000013167639,4198696000003396469
4198696000013167641,4198696000007898600
4198696000013224227,4198696000010328415
4198696000013283717,4198696000013157060
4198696000013328148,4198696000013328137
4198696000013328217,4198696000002572833
4198696000013360858,4198696000011326306
4198696000013360961,4198696000013360950
4198696000013375113,4198696000013375102
4198696000013376957,4198696000013376946
4198696000013394250,4198696000001610855
4198696000013406514,4198696000006753973
4198696000013406530,4198696000004045301
4198696000013478402,4198696000013478389
4198696000013593154,4198696000013593094
4198696000013514889,4198696000013514869
4198696000013601128,4198696000008713484
4198696000013601932,4198696000013601921
4198696000013855432,4198696000012360363
4198696000013924451,4198696000003636404
4198696000013924811,4198696000000862039
4198696000013954527,4198696000013954421
4198696000013954816,4198696000013954778
4198696000013967636,4198696000011874210
4198696000013967716,4198696000006753973
4198696000013967924,4198696000003952051
4198696000014025040,4198696000014025029
4198696000014025643,4198696000011326270
4198696000014062056,4198696000006904433
4198696000014070203,4198696000014070095
4198696000014070215,4198696000014070157
4198696000014163677,4198696000014163666
4198696000014221384,4198696000014221351
4198696000014232022,4198696000005037942
4198696000014232024,4198696000005037951
4198696000014232034,4198696000008545331
4198696000014232040,4198696000005387764
4198696000014238636,4198696000014238616
4198696000014238756,4198696000014238736
4198696000014271176,4198696000014271165
4198696000014307769,4198696000010251665
4198696000014370178,4198696000012723777
4198696000014419155,4198696000002574067
4198696000014419425,4198696000005493865
4198696000014419512,4198696000014419501
4198696000014482181,4198696000000862543
4198696000014482197,4198696000001610054
4198696000014482209,4198696000003538342
4198696000014500523,4198696000006361534
4198696000014500533,4198696000010046919
4198696000014509433,4198696000011490098
4198696000014509601,4198696000011326160
4198696000014664107,4198696000014664096
4198696000014944011,4198696000001406714
4198696000015063050,4198696000006449337
4198696000015063056,4198696000010390598
4198696000015063271,4198696000005387755
4198696000015094975,4198696000000864325
4198696000015097007,4198696000000861922
4198696000015145834,4198696000001611251
4198696000015145848,4198696000000863236
4198696000015097094,4198696000015097083
4198696000015145495,4198696000015145484
4198696000015145706,4198696000015145691
4198696000015314547,4198696000009282178
4198696000015289052,4198696000015289041
4198696000015314194,4198696000015314183
4198696000015320015,4198696000015320006
4198696000015399256,4198696000015399245
4198696000015465512,4198696000015465012
4198696000015465514,4198696000015465021
4198696000015465528,4198696000015465084
4198696000015465540,4198696000015465138
4198696000015465733,4198696000015465147
4198696000015465743,4198696000015465192
4198696000015465745,4198696000015465201
4198696000015465759,4198696000015465264
4198696000015465769,4198696000015465309
4198696000015465775,4198696000015465336
4198696000015611195,4198696000003013003
4198696000015683223,4198696000015683203
4198696000015683774,4198696000002572959
4198696000015683776,4198696000002173001
4198696000015694366,4198696000015694355
4198696000015706280,4198696000006285650
4198696000015715975,4198696000015715962
4198696000015864084,4198696000015864019
4198696000016070517,4198696000016070506
4198696000016062156,4198696000005510545
4198696000016062160,4198696000003396036
4198696000015953921,4198696000015953908
4198696000016064678,4198696000001408325
4198696000016064758,4198696000006449346
4198696000016064854,4198696000007744279
4198696000016155307,4198696000001674787
4198696000016204926,4198696000016204915
4198696000016206561,4198696000011909001
4198696000016210141,4198696000016210113
4198696000016210145,4198696000012819468
4198696000016370500,4198696000016370489
4198696000016430165,4198696000016366066
4198696000016620016,4198696000016620005
4198696000016620642,4198696000016620627
4198696000016620861,4198696000016620799
4198696000016633790,4198696000000864955
4198696000016723330,4198696000016723319
4198696000016723679,4198696000016723650
4198696000016775179,4198696000016775138
4198696000016846052,4198696000016846031
4198696000016776267,4198696000011834223
4198696000016776275,4198696000012949170
4198696000016879108,4198696000001522209
4198696000016879581,4198696000001406759
4198696000016879656,4198696000016879612
4198696000016988514,4198696000013157024
4198696000016938339,4198696000001408163
4198696000016991067,4198696000016991022
4198696000016995319,4198696000001611215
4198696000016995333,4198696000001610612
4198696000016995676,4198696000000863866
4198696000017003196,4198696000001611404
4198696000017003267,4198696000001610864
4198696000017013405,4198696000000861877
4198696000017013431,4198696000000862426
4198696000017213338,4198696000000866179
4198696000017431606,4198696000017385726
4198696000017740364,4198696000005639020
4198696000017634481,4198696000003013003
4198696000017634576,4198696000016393177
4198696000017634798,4198696000017634664
4198696000017767663,4198696000017767646
4198696000017826018,4198696000014500956
4198696000017986410,4198696000001089217
4198696000017986435,4198696000017936489
4198696000018059333,4198696000018059322
4198696000018059701,4198696000018059528
4198696000018063778,4198696000012176251
4198696000018063820,4198696000012182367
4198696000018067104,4198696000001613015
4198696000018067795,4198696000011516318
4198696000018170841,4198696000018170805
4198696000018170843,4198696000018170814
4198696000018170952,4198696000018170941
4198696000018177054,4198696000018177037
4198696000018194192,4198696000015745051
4198696000018200480,4198696000018200458
4198696000018200490,4198696000000844102
4198696000018192122,4198696000017476731
4198696000018194918,4198696000012371046
4198696000018234697,4198696000018234473
4198696000018255405,4198696000000864298
4198696000018308176,4198696000003065901
4198696000018308859,4198696000007279531
4198696000018360208,4198696000002722215
4198696000018360220,4198696000006545525
4198696000018360639,4198696000018360628
4198696000018505431,4198696000011326279
4198696000018523531,4198696000003952341
4198696000018569731,4198696000005166205
4198696000018668198,4198696000018627782
4198696000018668210,4198696000018627836
4198696000018668218,4198696000000143929
4198696000018668224,4198696000015464805
4198696000018668278,4198696000015465354
4198696000018668428,4198696000018668408
4198696000018731293,4198696000018731241
4198696000018673508,4198696000009959172
4198696000018731716,4198696000018731521
4198696000018794915,4198696000018794895
4198696000018843445,4198696000018843371
4198696000018843449,4198696000018523215
4198696000018863549,4198696000016366066
4198696000018863785,4198696000018863774
4198696000018926169,4198696000016210833
4198696000018925109,4198696000000143128
4198696000018925155,4198696000000139951
4198696000019067301,4198696000019067288
4198696000018973018,4198696000018973007
4198696000019011712,4198696000019011701
4198696000019056816,4198696000004116299
4198696000019056715,4198696000001407299
4198696000019073216,4198696000019073155
4198696000019073538,4198696000019073525
4198696000019076083,4198696000019073926
4198696000019076786,4198696000019076775
4198696000019081144,4198696000019076775
4198696000019183012,4198696000002097134
4198696000019183576,4198696000004993376
4198696000019300109,4198696000019300089
4198696000019394921,4198696000007509356
4198696000019560195,4198696000019560135
4198696000019667085,4198696000012887051
4198696000019667091,4198696000012887069
4198696000019671003,4198696000011063529
4198696000019671013,4198696000012887069
4198696000019560612,4198696000019560601
4198696000019560794,4198696000013293713
4198696000019671405,4198696000019671372
4198696000019671900,4198696000019671889
4198696000019764582,4198696000014419822
4198696000019785162,4198696000019778001
4198696000019785569,4198696000019785558
4198696000019847346,4198696000014873156
4198696000019836509,4198696000019836498
4198696000019847980,4198696000016988602
4198696000019802438,4198696000011909010
4198696000019802650,4198696000019853726
4198696000019870709,4198696000007594344
4198696000019870783,4198696000011516358
4198696000019922521,4198696000019922508
4198696000020030316,4198696000020030303
4198696000020033306,4198696000020033267
4198696000020072358,4198696000007744188
4198696000020105228,4198696000020105198
4198696000020173483,4198696000002572860
4198696000020178975,4198696000020178760
4198696000020244621,4198696000010840373
4198696000020251268,4198696000020251255
4198696000020251289,4198696000020251244
4198696000020304722,4198696000020304709
4198696000020367352,4198696000000862714
4198696000020367354,4198696000000862849
4198696000020367362,4198696000000863182
4198696000020367368,4198696000001197001
4198696000020367370,4198696000000863884
4198696000020372480,4198696000001610450
4198696000020372761,4198696000001612106
4198696000020426913,4198696000020426900
4198696000020441417,4198696000018863859
4198696000020447498,4198696000012946745
4198696000020466875,4198696000020466862
4198696000020466966,4198696000010698226
4198696000020605838,4198696000005698076
4198696000020605915,4198696000002192430
4198696000020630688,4198696000013157051
4198696000020630696,4198696000019827868
4198696000020630708,4198696000006494468
4198696000020635001,4198696000015314455
4198696000020642107,4198696000007024492
4198696000020605264,4198696000009867950
4198696000020605270,4198696000012524842
4198696000020605528,4198696000001407533
