Item_ID,Avg_Demand_6M
4198696000026210151,2.6666666666666665
4198696000026202484,1.5
4198696000026192450,1.5
4198696000026140409,1
4198696000026136194,1
4198696000026126778,1
4198696000026126456,2
4198696000026126083,2
4198696000026126006,2
4198696000026124424,3
4198696000026057039,1
4198696000026045910,1
4198696000026043188,4
4198696000026010003,1
4198696000025902686,1.5
4198696000025886736,2
4198696000025884215,2
4198696000025881989,2.6666666666666665
4198696000025881705,1
4198696000025869921,1
4198696000025832659,1
4198696000025779847,2
4198696000025738738,1
4198696000025661092,2
4198696000025639310,1
4198696000025639172,1.3333333333333333
4198696000025639163,1.75
4198696000025591972,1
4198696000025591409,1
4198696000025591322,2
4198696000025481983,1
4198696000025370222,1
4198696000025370001,2.5
4198696000025336148,1
4198696000025233889,1
4198696000025233655,2
4198696000025233187,2
4198696000025190320,1
4198696000025140758,1
4198696000025140084,1
4198696000025079771,1
4198696000025079164,1
4198696000025064278,1
4198696000025051106,1
4198696000025038295,1
4198696000024993516,1
4198696000024931670,1
4198696000024931012,1
4198696000024860844,2
4198696000024860126,1
4198696000024819812,1
4198696000024805921,4.5
4198696000024805849,4.2
4198696000024805572,1.6666666666666667
4198696000024805563,2.3333333333333335
4198696000024805181,1
4198696000024764324,1
4198696000024699587,1.25
4198696000024699395,3
4198696000024690918,1
4198696000024690379,1
4198696000024684943,1.5
4198696000024684246,1
4198696000024604356,2.5
4198696000024601029,1
4198696000024597545,2
4198696000024597481,1
4198696000024538262,1
4198696000024532660,2
4198696000024527001,1
4198696000024424686,1
4198696000024424249,1
4198696000024395008,1
4198696000024343221,1
4198696000024338511,1.3333333333333333
4198696000024324922,1
4198696000024324692,6
4198696000024324452,1
4198696000024318250,1
4198696000024318112,2
4198696000024274878,1
4198696000024274209,1
4198696000024259921,1
4198696000024250630,1
4198696000024192167,1
4198696000024171350,1
4198696000024145582,1.5
4198696000024105338,2
4198696000024053240,1
4198696000024047764,5.8
4198696000024047735,5.25
4198696000024047475,2
4198696000023999389,1
4198696000023990079,2
4198696000023858494,2
4198696000023858005,2
4198696000023792615,1
4198696000023792302,1.5
4198696000023774815,1
4198696000023774374,1
4198696000023716595,1
4198696000023716200,1
4198696000023704483,1
4198696000023685805,1
4198696000023685434,1
4198696000023644992,1
4198696000023644268,1
4198696000023629903,2.5
4198696000023622484,2
4198696000023615788,1
4198696000023573754,1
4198696000023573120,1
4198696000023558723,1
4198696000023529964,1
4198696000023529850,1
4198696000023529213,1
4198696000023474750,1.3333333333333333
4198696000023474258,1
4198696000023465786,1
4198696000023465563,1
4198696000023455008,2
4198696000023445019,1
4198696000023434540,1
4198696000023429274,1
4198696000023416973,1
4198696000023403048,1
4198696000023398499,1
4198696000023398280,1
4198696000023383591,1
4198696000023379905,1
4198696000023373585,1.5
4198696000023373272,1
4198696000023351915,4
4198696000023351904,4
4198696000023351893,2
4198696000023351176,1
4198696000023214271,1
4198696000023138346,1
4198696000023138335,1.6666666666666667
4198696000023132577,1
4198696000023129944,2
4198696000023124613,2
4198696000023124327,1
4198696000023124082,1
4198696000023076082,2
4198696000023024672,1
4198696000023004721,1
4198696000022953441,1
4198696000022937573,1
4198696000022933561,1
4198696000022933044,1
4198696000022901746,1.5
4198696000022897299,1
4198696000022839649,1
4198696000022839172,9.4
4198696000022837905,2.6666666666666665
4198696000022837599,1
4198696000022837150,1
4198696000022785397,1.6666666666666667
4198696000022785187,1
4198696000022764003,1
4198696000022650179,1
4198696000022646506,4
4198696000022646350,1.3333333333333333
4198696000022597879,1
4198696000022597024,2
4198696000022588797,1
4198696000022544766,2
4198696000022506519,1
4198696000022460097,1
4198696000022453598,1
4198696000022453003,1
4198696000022426060,1
4198696000022376076,1
4198696000022307190,1
4198696000022303130,1
4198696000022301066,1.6666666666666667
4198696000022280812,1.25
4198696000022280480,1
4198696000022245121,1
4198696000022204423,1.8
4198696000022194497,2
4198696000022154695,2
4198696000022148550,1
4198696000022128246,2
4198696000022082663,1
4198696000022082149,1
4198696000021997178,1.5
4198696000021997091,1
4198696000021925003,1.6666666666666667
4198696000021891855,1
4198696000021891475,1
4198696000021891018,8
4198696000021866176,2
4198696000021831651,1
4198696000021831207,2
4198696000021802445,1
4198696000021802116,1.5
4198696000021746120,2
4198696000021527807,2
4198696000021527123,2
4198696000021527114,2.3333333333333335
4198696000021527096,1.6
4198696000021527087,3
4198696000021527078,1.5
4198696000021524180,4.333333333333333
4198696000021524133,1.6
4198696000021434220,1
4198696000021432859,1
4198696000021432233,1
4198696000021426934,1
4198696000021426061,2
4198696000021413001,1
4198696000021263678,1
4198696000021263651,1
4198696000021261036,2
4198696000021247550,1
4198696000021205695,2
4198696000021205686,9
4198696000021205545,18.4
4198696000021205109,2
4198696000021192099,4
4198696000021143361,1
4198696000021134315,2
4198696000021134081,1
4198696000021110643,2
4198696000021076271,1
4198696000021065175,1
4198696000021065026,2
4198696000020988204,1
4198696000020914386,2
4198696000020908000,1.3333333333333333
4198696000020907952,1.75
4198696000020907800,1
4198696000020907610,2
4198696000020901043,1
4198696000020885436,2
4198696000020837908,4
4198696000020837180,1
4198696000020824636,1.5
4198696000020824597,1.5
4198696000020811795,13
4198696000020811181,2
4198696000020765486,1
4198696000020701897,1
4198696000020666420,2
4198696000020666124,1
4198696000020642545,1
4198696000020636506,3
4198696000020632428,2
4198696000020621611,1
4198696000020619397,1
4198696000020611481,4
4198696000020578236,1
4198696000020471048,2
4198696000020466449,2
4198696000020459908,1
4198696000020447846,2
4198696000020447084,1
4198696000020441441,1
4198696000020436320,1
4198696000020433762,1.3333333333333333
4198696000020433088,1
4198696000020426900,1
4198696000020424657,2
4198696000020424313,1
4198696000020419532,1
4198696000020419186,1
4198696000020417979,1
4198696000020417673,2
4198696000020417651,1
4198696000020417640,1.25
4198696000020417629,2
4198696000020417520,2
4198696000020417484,1.5
4198696000020372528,2
4198696000020372087,1
4198696000020371262,1
4198696000020315419,1
4198696000020314354,1
4198696000020304474,1
4198696000020251255,2
4198696000020248158,2
4198696000020244229,1
4198696000020231968,13.625
4198696000020231713,1
4198696000020183265,2
4198696000020178738,1
4198696000020118540,1
4198696000020112450,1
4198696000020105169,1
4198696000020072837,4
4198696000020072314,1
4198696000020033961,1
4198696000020033267,3
4198696000020030303,1.5
4198696000019996096,1
4198696000019941515,1
4198696000019922999,1
4198696000019922563,1
4198696000019870482,1
4198696000019870041,1
4198696000019847793,1
4198696000019841664,9.666666666666666
4198696000019836498,1
4198696000019827998,1
4198696000019827034,2
4198696000019802805,1
4198696000019802423,1.8
4198696000019802252,1
4198696000019785073,4
4198696000019778549,1.3333333333333333
4198696000019778307,4
4198696000019778028,1
4198696000019764960,1
4198696000019671748,1
4198696000019671390,1
4198696000019671372,2
4198696000019667217,2.5
4198696000019575114,1
4198696000019560966,2
4198696000019560773,2
4198696000019560135,4
4198696000019511616,1
4198696000019414441,1
4198696000019394634,1
4198696000019394406,4
4198696000019394200,1
4198696000019300098,1
4198696000019243771,2
4198696000019243310,4
4198696000019192893,1
4198696000019192511,1.4
4198696000019183032,6.5
4198696000019183023,5
4198696000019179940,1
4198696000019129998,1
4198696000019076504,2
4198696000019076468,1.5
4198696000019076312,1
4198696000019073926,1.6666666666666667
4198696000019073704,1
4198696000019067807,2.25
4198696000019067586,1
4198696000019061626,1
4198696000019061436,2.3333333333333335
4198696000019056905,1.5
4198696000019056149,1.5
4198696000019011701,4
4198696000019011081,1
4198696000018954037,1
4198696000018934858,1.5
4198696000018934577,2
4198696000018934335,1
4198696000018926779,1
4198696000018914369,1
4198696000018902978,3
4198696000018902546,1
4198696000018902226,1
4198696000018863859,1
4198696000018863241,2
4198696000018843673,2
4198696000018843015,1
4198696000018837278,1
4198696000018835625,2
4198696000018835461,1
4198696000018835421,1
4198696000018835111,2
4198696000018794628,1
4198696000018788524,1.5
4198696000018788257,1
4198696000018786052,2
4198696000018731886,1.1666666666666667
4198696000018731877,1
4198696000018731469,4
4198696000018731232,1
4198696000018727815,2
4198696000018727460,1.1666666666666667
4198696000018712502,1
4198696000018712031,1.25
4198696000018712022,1.25
4198696000018712005,1.6666666666666667
4198696000018673216,2
4198696000018673083,1
4198696000018668417,1.6
4198696000018668408,1.5
4198696000018668160,2.4285714285714284
4198696000018668142,1.5
4198696000018668133,3
4198696000018668115,1
4198696000018668106,3.3333333333333335
4198696000018668097,6
4198696000018668088,1.6666666666666667
4198696000018668079,4.5
4198696000018668061,1.6666666666666667
4198696000018668043,1.25
4198696000018668034,1.75
4198696000018668025,1.6666666666666667
4198696000018668016,2.5
4198696000018668007,1.5
4198696000018627971,1
4198696000018627962,1.5
4198696000018627944,1.5
4198696000018627926,1.5
4198696000018627917,1
4198696000018627899,1
4198696000018627881,1
4198696000018627863,1.5
4198696000018627827,3
4198696000018627809,2.5
4198696000018627773,2.3333333333333335
4198696000018627746,1
4198696000018627737,5.4
4198696000018627719,1
4198696000018627692,3.75
4198696000018627674,1
4198696000018523857,1
4198696000018523362,1
4198696000018523215,1.5
4198696000018519129,1.75
4198696000018476748,2
4198696000018476489,1
4198696000018476001,1
4198696000018430343,2
4198696000018430010,2
4198696000018367316,1.25
4198696000018367307,1.6666666666666667
4198696000018360510,1
4198696000018308457,1
4198696000018262403,1
4198696000018234937,1
4198696000018234482,1.75
4198696000018234162,1
4198696000018200267,2
4198696000018194889,1.4
4198696000018185603,8
4198696000018177596,4
4198696000018177251,1
4198696000018170814,1
4198696000018170458,1
4198696000018170058,1
4198696000018140134,1
4198696000018067866,1
4198696000018059677,1.5
4198696000018059322,4
4198696000018053898,1
4198696000017991003,2
4198696000017986590,1
4198696000017936730,1
4198696000017936243,1
4198696000017831069,1
4198696000017826001,1
4198696000017818347,1
4198696000017818093,2
4198696000017812065,1
4198696000017812035,2
4198696000017767605,1
4198696000017767388,2
4198696000017761543,1
4198696000017756122,1
4198696000017740234,1
4198696000017698496,1
4198696000017698123,1
4198696000017650142,2
4198696000017644696,1
4198696000017644376,1
4198696000017641973,1.25
4198696000017641863,2
4198696000017634774,1
4198696000017634664,1
4198696000017627780,1
4198696000017627075,1.5
4198696000017581950,2
4198696000017581598,1
4198696000017581100,2
4198696000017568554,1
4198696000017496812,1
4198696000017482124,4
4198696000017476731,2.6666666666666665
4198696000017476460,1
4198696000017476105,2
4198696000017385096,2
4198696000017352227,1
4198696000017213937,1.25
4198696000017182937,1
4198696000017182255,1
4198696000017111878,1.6
4198696000017111221,4
4198696000017105476,1
4198696000017018148,2
4198696000017005890,3
4198696000017003839,1
4198696000017003141,8
4198696000016994434,1
4198696000016994305,1
4198696000016988602,1
4198696000016983489,1
4198696000016976412,1
4198696000016976028,3
4198696000016933464,1
4198696000016933169,1
4198696000016879612,1
4198696000016846799,1.6666666666666667
4198696000016846031,1.3333333333333333
4198696000016846001,1.3333333333333333
4198696000016823387,1.4
4198696000016823060,1
4198696000016778706,2
4198696000016776224,1.75
4198696000016775626,2
4198696000016775138,1.25
4198696000016723847,1
4198696000016723650,1
4198696000016723220,1
4198696000016633870,1
4198696000016620873,1
4198696000016620790,2.5
4198696000016620605,2
4198696000016620352,1
4198696000016620116,1
4198696000016430779,1
4198696000016430139,1
4198696000016393186,1
4198696000016393177,1
4198696000016393005,2
4198696000016373109,1
4198696000016370792,1.75
4198696000016370489,2
4198696000016370397,1.5
4198696000016370005,1
4198696000016366066,1
4198696000016362857,2
4198696000016362501,2
4198696000016362441,1
4198696000016322488,1.25
4198696000016322081,2
4198696000016302207,1
4198696000016245457,1
4198696000016210833,1
4198696000016210122,1
4198696000016206684,1
4198696000016204360,1
4198696000016196486,2
4198696000016070676,1
4198696000016070425,1
4198696000016070019,1.5
4198696000016064174,2
4198696000015965081,1
4198696000015960530,1.4
4198696000015960521,1.1666666666666667
4198696000015960378,2
4198696000015960081,1
4198696000015953899,1
4198696000015950356,1
4198696000015864619,2
4198696000015864030,4
4198696000015852003,2.5
4198696000015821507,1
4198696000015745463,1
4198696000015745221,1
4198696000015724420,2
4198696000015724047,1
4198696000015720598,1
4198696000015720290,1
4198696000015715906,1
4198696000015715528,2
4198696000015715246,4.166666666666667
4198696000015715136,1
4198696000015694355,2
4198696000015683491,1
4198696000015683005,1
4198696000015527682,1
4198696000015527586,2
4198696000015527562,1.5
4198696000015527335,5
4198696000015465390,1.3333333333333333
4198696000015465381,2.25
4198696000015465363,1
4198696000015465354,1.3333333333333333
4198696000015465327,1
4198696000015465309,1.5
4198696000015465300,1.75
4198696000015465264,1
4198696000015465246,1.1666666666666667
4198696000015465228,1.5
4198696000015465210,1.4
4198696000015465201,1
4198696000015465192,1.5
4198696000015465183,1.25
4198696000015465174,1
4198696000015465165,1.6666666666666667
4198696000015465147,1.1666666666666667
4198696000015465129,1
4198696000015465066,1.5714285714285714
4198696000015465048,1.3333333333333333
4198696000015465021,1
4198696000015465003,1.25
4198696000015464994,1.5
4198696000015464958,1.3333333333333333
4198696000015464949,1.2
4198696000015464940,2.5555555555555554
4198696000015464931,2
4198696000015464922,1.25
4198696000015464913,2.888888888888889
4198696000015464904,1.125
4198696000015464895,2.2857142857142856
4198696000015464886,1.5
4198696000015464877,1
4198696000015464859,1
4198696000015464850,1
4198696000015464805,2
4198696000015464796,1
4198696000015464787,1
4198696000015464760,2.3333333333333335
4198696000015464751,1
4198696000015464733,1
4198696000015464715,1.5
4198696000015464697,1
4198696000015464688,1.25
4198696000015464670,2.6
4198696000015464652,1.3333333333333333
4198696000015464634,1
4198696000015464607,1
4198696000015436231,1
4198696000015399626,1
4198696000015399245,1
4198696000015355723,1
4198696000015355001,1
4198696000015314396,1
4198696000015289827,1.5
4198696000015289363,2.6666666666666665
4198696000015289126,1
4198696000015258247,2
4198696000015213933,2
4198696000015213227,1
4198696000015164871,1
4198696000015164327,1
4198696000015163765,1.6666666666666667
4198696000015145691,1
4198696000015145296,1
4198696000015145084,1.5
4198696000015094650,1.5
4198696000015094077,1
4198696000015082614,2.857142857142857
4198696000015082533,1.75
4198696000015082488,2
4198696000015082341,1
4198696000015063536,2
4198696000015063310,1
4198696000015063017,2.142857142857143
4198696000014974121,1
4198696000014873156,1
4198696000014811139,2
4198696000014709961,2
4198696000014709587,1
4198696000014664096,1.3333333333333333
4198696000014527998,1.3333333333333333
4198696000014527287,1
4198696000014527278,1.2857142857142858
4198696000014527105,4
4198696000014527083,5
4198696000014520153,1
4198696000014520001,1
4198696000014500956,1
4198696000014500474,1.8
4198696000014500412,3
4198696000014500105,2.6
4198696000014482999,1
4198696000014439225,1
4198696000014419822,1.5
4198696000014419501,1
4198696000014370276,4
4198696000014348593,1
4198696000014348440,2
4198696000014307863,2
4198696000014271484,1
4198696000014238745,1
4198696000014238616,1
4198696000014238289,1
4198696000014232459,1.75
4198696000014221992,1
4198696000014221285,1
4198696000014168500,1.6
4198696000014168114,1
4198696000014163956,1
4198696000014163666,1
4198696000014070122,1
4198696000014070104,1.2
4198696000014062755,1
4198696000014062597,2
4198696000014062233,1
4198696000014061193,1
4198696000014025212,2.25
4198696000013976016,1
4198696000013967362,1
4198696000013955202,1
4198696000013954285,1
4198696000013924399,1
4198696000013855180,1
4198696000013845705,1.25
4198696000013845293,2
4198696000013845010,2
4198696000013704121,1
4198696000013693543,2
4198696000013681446,1
4198696000013663389,1
4198696000013635125,2
4198696000013601005,1
4198696000013593094,1
4198696000013593076,1.6666666666666667
4198696000013582575,2.4
4198696000013582522,1
4198696000013582313,1
4198696000013569981,2
4198696000013569764,1
4198696000013569657,1
4198696000013523698,2
4198696000013514869,1
4198696000013514768,1
4198696000013514550,1.3333333333333333
4198696000013514196,6
4198696000013488534,1
4198696000013478973,1
4198696000013478851,1
4198696000013436371,1
4198696000013406972,1
4198696000013406485,2.625
4198696000013406194,2.4
4198696000013400788,1.6666666666666667
4198696000013394816,1
4198696000013394576,1.5
4198696000013384018,1
4198696000013376946,4
4198696000013375615,1
4198696000013371015,2
4198696000013360950,1
4198696000013354829,2
4198696000013348961,1
4198696000013348032,1
4198696000013328181,1.5
4198696000013299475,1
4198696000013293928,1
4198696000013293713,1
4198696000013293378,2
4198696000013283550,1
4198696000013254658,1
4198696000013254230,1
4198696000013178588,1
4198696000013157684,1
4198696000013157060,3.2
4198696000013157051,1.5
4198696000013157042,2.6666666666666665
4198696000013123634,1
4198696000013123498,1.5555555555555556
4198696000013123407,3
4198696000013107665,1
4198696000013107466,1
4198696000013095933,1
4198696000013095054,2
4198696000013045576,13.5
4198696000013010434,1
4198696000012949161,1.5
4198696000012946754,1
4198696000012946715,1
4198696000012946045,1
4198696000012887369,1.625
4198696000012887314,1
4198696000012887114,1
4198696000012887087,1
4198696000012887069,1
4198696000012887042,2
4198696000012887033,1.875
4198696000012848312,1
4198696000012844051,1
4198696000012835164,1
4198696000012835048,1
4198696000012819878,1
4198696000012819504,1
4198696000012819450,1
4198696000012819320,2.5
4198696000012819094,1
4198696000012723967,2
4198696000012723777,1.25
4198696000012723768,1
4198696000012723759,1.4285714285714286
4198696000012723741,1
4198696000012723200,1.3333333333333333
4198696000012720648,1.6666666666666667
4198696000012720081,1
4198696000012700472,1
4198696000012651536,1
4198696000012595506,1
4198696000012534361,1
4198696000012534128,2
4198696000012524842,1.5
4198696000012524160,1
4198696000012495209,1.2
4198696000012495200,1
4198696000012489947,2.6666666666666665
4198696000012467652,1
4198696000012467353,1.4
4198696000012451198,1
4198696000012442340,1
4198696000012410857,1
4198696000012410830,2
4198696000012410776,2
4198696000012410731,2
4198696000012410099,2.5
4198696000012410063,2
4198696000012410027,2
4198696000012371863,1.25
4198696000012371757,4
4198696000012371649,1
4198696000012371640,1
4198696000012371082,2.25
4198696000012371046,2.4
4198696000012371010,1
4198696000012368097,2
4198696000012368048,2
4198696000012365072,2
4198696000012365063,2
4198696000012360354,8
4198696000012360327,3
4198696000012360282,2
4198696000012360028,2
4198696000012360019,1.5
4198696000012342965,2
4198696000012342947,1
4198696000012342911,1.25
4198696000012342884,1
4198696000012342821,1
4198696000012342207,1.5
4198696000012342198,2.2
4198696000012342180,1
4198696000012342149,1.3333333333333333
4198696000012342140,1.25
4198696000012342095,2
4198696000012342032,1
4198696000012316125,2
4198696000012316107,2
4198696000012301984,1
4198696000012301309,1.5
4198696000012301291,1
4198696000012301049,3.5
4198696000012301040,2
4198696000012272171,1
4198696000012239112,1
4198696000012225737,2.6666666666666665
4198696000012225197,2
4198696000012225161,2
4198696000012190677,1
4198696000012190614,1
4198696000012190569,1
4198696000012190252,1
4198696000012188213,1
4198696000012188132,1
4198696000012182313,1
4198696000012182132,2
4198696000012176916,1
4198696000012176898,1.4
4198696000012176885,1
4198696000012176867,1
4198696000012176278,2
4198696000012176260,1.6666666666666667
4198696000012176001,2.5
4198696000012152985,3
4198696000012152949,2
4198696000012152549,1.6
4198696000012152540,1.6
4198696000012152513,2.2857142857142856
4198696000012152495,4
4198696000012152477,2
4198696000012152392,15.285714285714286
4198696000012152339,1.3333333333333333
4198696000012152107,11.714285714285714
4198696000012152055,2
4198696000012152037,2
4198696000012152019,1.75
4198696000012152010,1.5
4198696000012141106,2
4198696000012114694,2
4198696000012114595,1
4198696000012114292,2.142857142857143
4198696000012114283,1.2
4198696000012108006,8
4198696000012103941,3.3333333333333335
4198696000012103502,1
4198696000012103090,1
4198696000012064236,8
4198696000012057739,1
4198696000012057653,1
4198696000012057357,1
4198696000012057339,1.5
4198696000012057300,2.125
4198696000012057255,2.25
4198696000012057242,2
4198696000012057229,1.4285714285714286
4198696000012057184,1.3333333333333333
4198696000012057128,1.5
4198696000012040869,2
4198696000012033666,1
4198696000012033274,2
4198696000011940232,1
4198696000011940096,2.5
4198696000011909741,1
4198696000011909131,1
4198696000011909037,2.8181818181818183
4198696000011909028,1
4198696000011909010,2.25
4198696000011909001,5.818181818181818
4198696000011880484,1.3333333333333333
4198696000011880125,3
4198696000011874791,2
4198696000011874210,1
4198696000011856473,1
4198696000011856130,1
4198696000011856022,1
4198696000011843852,1
4198696000011843211,1
4198696000011834232,1.3333333333333333
4198696000011834223,2.2
4198696000011834208,2
4198696000011834199,1.375
4198696000011834190,1.375
4198696000011834125,2
4198696000011767374,4
4198696000011767352,4
4198696000011767278,1
4198696000011767197,1
4198696000011767179,2
4198696000011767005,1
4198696000011718493,1
4198696000011718475,1
4198696000011718373,1
4198696000011718355,1
4198696000011718070,1.3333333333333333
4198696000011671072,1.3333333333333333
4198696000011638773,2
4198696000011638272,1
4198696000011638081,1
4198696000011622666,1.5
4198696000011606460,1
4198696000011594633,1
4198696000011594602,1
4198696000011594472,4
4198696000011594445,1.5
4198696000011594117,1.125
4198696000011533729,1.5
4198696000011533720,1
4198696000011533683,1
4198696000011533407,1
4198696000011516452,2
4198696000011516358,25.363636363636363
4198696000011516349,8.942857142857141
4198696000011516318,1.75
4198696000011516309,1
4198696000011516221,1
4198696000011516145,8
4198696000011493053,1
4198696000011493002,1
4198696000011490089,1
4198696000011490067,1
4198696000011482675,2
4198696000011482073,1
4198696000011461630,1
4198696000011461300,1
4198696000011414624,1
4198696000011414238,1
4198696000011409527,1
4198696000011409491,1
4198696000011393119,1
4198696000011364049,1
4198696000011331479,1.5
4198696000011326649,1
4198696000011326448,1
4198696000011326315,1
4198696000011326306,1
4198696000011326297,1
4198696000011326288,2
4198696000011326279,1.25
4198696000011326261,1.3333333333333333
4198696000011326209,1
4198696000011326160,1.75
4198696000011326151,1.2857142857142858
4198696000011326142,1
4198696000011326133,1.25
4198696000011326115,1
4198696000011316886,1.75
4198696000011316311,3.1666666666666665
4198696000011298414,2.857142857142857
4198696000011295169,2.6666666666666665
4198696000011295160,1
4198696000011295151,1
4198696000011295001,2
4198696000011274744,1.6363636363636365
4198696000011274319,2
4198696000011274310,1.2
4198696000011274301,1.8
4198696000011274069,2
4198696000011255972,1.6666666666666667
4198696000011255811,1.5
4198696000011255728,1
4198696000011255495,1
4198696000011237644,1
4198696000011228769,2.4
4198696000011228404,1.5
4198696000011207234,1
4198696000011175266,1
4198696000011175187,1
4198696000011159001,1.5
4198696000011147519,2.3333333333333335
4198696000011147510,2
4198696000011147021,3
4198696000011107165,1
4198696000011107129,1.375
4198696000011107120,1
4198696000011107102,1.8181818181818181
4198696000011107019,1
4198696000011064535,1
4198696000011064513,1.5
4198696000011064477,1.5
4198696000011064468,1.3333333333333333
4198696000011064419,1
4198696000011064374,2
4198696000011064334,1
4198696000011064209,1
4198696000011063959,1
4198696000011063871,1
4198696000011063674,1.5
4198696000011063665,1.5
4198696000011063656,1
4198696000011063647,1
4198696000011063638,1.8
4198696000011063629,2.6666666666666665
4198696000011063572,4.4
4198696000011063538,1
4198696000011063529,1
4198696000011063377,2
4198696000011063312,1
4198696000011063001,1
4198696000011047270,2
4198696000011011089,1
4198696000010978738,1
4198696000010978687,1
4198696000010978614,3
4198696000010978405,1
4198696000010936699,1.6666666666666667
4198696000010936677,2
4198696000010936528,1.1666666666666667
4198696000010936519,1.5
4198696000010936342,1.5
4198696000010915976,2
4198696000010915778,2
4198696000010915640,1
4198696000010915577,1
4198696000010915568,1
4198696000010867132,1
4198696000010848128,2
4198696000010848119,1.75
4198696000010848106,1.8
4198696000010840798,1
4198696000010840373,1.3333333333333333
4198696000010840212,1.5
4198696000010820015,1
4198696000010805595,7.4
4198696000010805586,3.7
4198696000010805577,2.5
4198696000010805568,1.625
4198696000010805559,2
4198696000010805550,1.2
4198696000010805537,3
4198696000010805520,8.428571428571429
4198696000010805456,4
4198696000010805409,1
4198696000010805400,6.333333333333333
4198696000010805373,1.5
4198696000010805181,1
4198696000010805172,1.4
