Item_ID,SKU,Product_ID,Sales_24M_Qty,Sales_24M_Net,Avg_Demand_6M,Last_Purchase_Price,On_Hand_Qty,Cost_Fallback,Resolved_Unit_Cost,Resolved_On_Hand_Qty,Coverage_Months,Reorder_Flag,Stock_Shortfall,Months_Short,Inventory_Value,Has_Last_Purchase,Has_On_Hand,SKU_Rule_Violation
4198696000000143542,246-12,4198696000000143542,10,33564.68,2.5,990,0,1267.2,990,0,0,1,2.5,1,,1,1,0
4198696000000860590,511-003,4198696000000860590,2,177650,1,55000,1,75500,55000,1,1,0,0,0,55000,1,1,0
4198696000000836985,507-001,4198696000000836985,80,196126.98,3.4782608695652173,1675,38,1800,1675,38,10.925,0,0,0,63650,1,1,0
4198696000000142669,214-45,4198696000000142669,1,5400,1,1749,20,2238.72,1749,20,20,0,0,0,34980,1,1,0
4198696000000899394,130-012,4198696000000899394,22,85290.16,3.6666666666666665,2650.8900000000003,21,2650.89,2650.8900000000003,21,5.7272727272727275,0,0,0,55668.69000000001,1,1,0
4198696000000602491,106-22,4198696000000602491,128,893019.12,8.533333333333333,4050,42,5095.63,4050,42,4.921875,0,0,0,170100,1,1,0
4198696000032257868,800-4443,4198696000032257868,1,26106.19,1,16200,0,16200,16200,0,0,1,1,1,,1,1,0
4198696000029374316,800-4136,4198696000029374316,1,23017.7,1,18900,0,18900,18900,0,0,1,1,1,,1,1,0
4198696000028722967,800-4042,4198696000028722967,1,9800,1,6390,0,6390,6390,0,0,1,1,1,,1,1,0
4198696000027282953,800-3823,4198696000027282953,1,28000,1,17519.2,0,17519.2,17519.2,0,0,1,1,1,,1,1,0
4198696000026912125,800-3783,4198696000026912125,1,12000,1,7500,0,7500,7500,0,0,1,1,1,,1,1,0
4198696000023129616,800-3270,4198696000023129616,2,29000,2,9500,0,9500,9500,0,0,1,2,1,,1,1,0
4198696000018731223,130-084,4198696000018731223,4,21600,4,3500,0,3500,3500,0,0,1,4,1,,1,1,0
4198696000018170047,517-1114,4198696000018170047,3,112200,1.5,24500,0,24500,24500,0,0,1,1.5,1,,1,1,0
4198696000016778300,800-2426,4198696000016778300,1,19800,1,12950,0,12950,12950,0,0,1,1,1,,1,1,0
4198696000013954769,3-195,4198696000013954769,2,12600,1,4088.21,0,4088.21,4088.21,0,0,1,1,1,,1,1,0
4198696000010345962,800-1813,4198696000010345962,1,28000,1,16800,0,16800,16800,0,0,1,1,1,,1,1,0
4198696000006945010,44-1084,4198696000006945010,7,9900,2.3333333333333335,795,4,795,795,4,1.7142857142857142,0,0,0,3180,1,1,0
4198696000006842507,800-1205,4198696000006842507,1,7000,1,4578.94,0,4578.94,4578.94,0,0,1,1,1,,1,1,0
4198696000006468963,800-1097,4198696000006468963,1,10000,1,5800,0,5800,5800,0,0,1,1,1,,1,1,0
4198696000005292342,800-785,4198696000005292342,1,50000,1,32743.36,0,32743.36,32743.36,0,0,1,1,1,,1,1,0
4198696000001613924,522-0153,4198696000001613924,2,63800,1,23489.1,1,23489.1,23489.1,1,1,0,0,0,23489.1,1,1,0
4198696000000139888,86-116,4198696000000139888,4,1800,2,280.5,96,359.04,280.5,96,48,0,0,0,26928,1,1,0
4198696000000137503,13-106,4198696000000137503,1,7500,1,2238.5,49,2865.28,2238.5,49,49,0,0,0,109686.5,1,1,0
4198696000016620005,800-2402,4198696000016620005,1,30600,1,20000,0,20000,20000,0,0,1,1,1,,1,1,0
4198696000029447743,800-4173,4198696000029447743,2,20530.97,2,7587.02,0,7587.02,7587.02,0,0,1,2,1,,1,1,0
4198696000023373812,509-1553,4198696000023373812,2,78752,2,28011.74,4,28011.74,28011.74,4,2,0,0,0,112046.96,1,1,0
4198696000023215162,800-3284,4198696000023215162,1,33300,1,21804.75,0,21804.75,21804.75,0,0,1,1,1,,1,1,0
4198696000019847963,800-2865,4198696000019847963,1,40600,1,26595,0,26595,26595,0,0,1,1,1,,1,1,0
4198696000015745230,800-2342,4198696000015745230,1,15600,1,10223.18,0,10223.18,10223.18,0,0,1,1,1,,1,1,0
4198696000012442724,800-1306,4198696000012442724,1,16400,1,10722.6,0,10722.6,10722.6,0,0,1,1,1,,1,1,0
4198696000010805418,11-7,4198696000010805418,1,19000,1,6264.5,99,9000,6264.5,99,99,0,0,0,620185.5,1,1,0
4198696000010464495,509-3041,4198696000010464495,1,12000,1,6156.18,1,6156.18,6156.18,1,1,0,0,0,6156.18,1,1,0
4198696000010315310,530-0038,4198696000010315310,1,11800,1,7700,2,7700,7700,2,2,0,0,0,15400,1,1,0
4198696000008815529,800-1572,4198696000008815529,2,72500,1,22241.52,0,22241.52,22241.52,0,0,1,1,1,,1,1,0
4198696000002266151,529-081,4198696000002266151,6,168300,3,19800,5,19800,19800,5,1.6666666666666667,0,0,0,99000,1,1,0
4198696000001614320,522-0071,4198696000001614320,1,50300,1,32943.47,1,32943.47,32943.47,1,1,0,0,0,32943.47,1,1,0
4198696000001613861,522-0003,4198696000001613861,3,93220,1.5,20649.27,4,20649.27,20649.27,4,2.6666666666666665,0,0,0,82597.08,1,1,0
4198696000001406552,524-0055,4198696000001406552,1,3362.83,1,1900,1,1900,1900,1,1,0,0,0,1900,1,1,0
4198696000000865135,509-2594,4198696000000865135,1,7700,1,5748.88,3,5748.88,5748.88,3,3,0,0,0,17246.64,1,1,0
4198696000000142552,214-7,4198696000000142552,1,8900,1,2321,19,2970.88,2321,19,19,0,0,0,44099,1,1,0
4198696000019511625,800-2811,4198696000019511625,1,40000,1,25990,0,25990,25990,0,0,1,1,1,,1,1,0
4198696000000677395,376-22,4198696000000677395,2,22300,1,5903.42,0,5903.42,5903.42,0,0,1,1,1,,1,1,0
4198696000028958118,800-4065,4198696000028958118,2,70300,2,24190.14,0,24190.14,24190.14,0,0,1,2,1,,1,1,0
4198696000027395677,536-0004,4198696000027395677,1,13871.68,1,9440,1,9440,9440,1,1,0,0,0,9440,1,1,0
4198696000026721959,800-3767,4198696000026721959,1,85000,1,47498.11,0,47498.11,47498.11,0,0,1,1,1,,1,1,0
4198696000025064625,800-3546,4198696000025064625,1,15100,1,9841,0,9841,9841,0,0,1,1,1,,1,1,0
4198696000024546376,800-3485,4198696000024546376,1,12144,1,8599.31,0,8599.31,8599.31,0,0,1,1,1,,1,1,0
4198696000015724294,800-2337,4198696000015724294,2,97250,2,37500,0,37500,37500,0,0,1,2,1,,1,1,0
4198696000013360976,800-2106,4198696000013360976,1,9153,1,6000,0,6000,6000,0,0,1,1,1,,1,1,0
4198696000011718187,800-2031,4198696000011718187,1,16700,1,10900,0,10900,10900,0,0,1,1,1,,1,1,0
4198696000007752621,800-1364,4198696000007752621,1,13700,1,8059.5,0,8955,8059.5,0,0,1,1,1,,1,1,0
4198696000006945350,517-1043,4198696000006945350,1,32800,1,21480,1,21480,21480,1,1,0,0,0,21480,1,1,0
4198696000026057291,800-3669,4198696000026057291,1,14100,1,9230.78,0,9230.78,9230.78,0,0,1,1,1,,1,1,0
4198696000006129384,800-1023,4198696000006129384,1,42300,1,34602.9,0,34602.9,34602.9,0,0,1,1,1,,1,1,0
4198696000001046523,512-124,4198696000001046523,2,63400,2,20769.79,1,20769.79,20769.79,1,0.5,1,1,0.5,20769.79,1,1,0
4198696000005037853,800-732,4198696000005037853,1,7200,1,4719.33,0,4719.33,4719.33,0,0,1,1,1,,1,1,0
4198696000016933169,72-3286,4198696000016933169,2,13356.67,1,4791,1,4791,4791,1,1,0,0,0,4791,1,1,0
4198696000006780328,524-0612,4198696000006780328,2,11592,2,4100,5,4100,4100,5,2.5,0,0,0,20500,1,1,0
4198696000004161499,531-004,4198696000004161499,21.7,15575.3,1.9727272727272727,1260,12.9,160.2,1260,12.9,6.539170506912443,0,0,0,16254,1,1,0
4198696000000897702,504-058,4198696000000897702,1,4500,1,2945.83,0,2945.83,2945.83,0,0,1,1,1,,1,1,0
4198696000000143515,245-563,4198696000000143515,46,585393.63,3.066666666666667,3927,13,6000,3927,13,4.239130434782608,0,0,0,51051,1,1,0
4198696000000670380,3-99,4198696000000670380,2,4200,1,1349.23,4,1349.23,1349.23,4,4,0,0,0,5396.92,1,1,0
4198696000018954046,800-2724,4198696000018954046,1,13600,1,9000,0,9000,9000,0,0,1,1,1,,1,1,0
4198696000001407038,524-0109,4198696000001407038,2,6800,2,2200,4,2200,2200,4,2,0,0,0,8800,1,1,0
4198696000030215472,800-4235,4198696000030215472,1,25641.59,1,19950,0,19950,19950,0,0,1,1,1,,1,1,0
4198696000026638435,800-3745,4198696000026638435,1,7700,1,3111,0,3111,3111,0,0,1,1,1,,1,1,0
4198696000026460782,800-3725,4198696000026460782,2,52800,1,17503.58,0,17503.58,17503.58,0,0,1,1,1,,1,1,0
4198696000020072314,800-2902,4198696000020072314,1,7800,1,4025,0,4025,4025,0,0,1,1,1,,1,1,0
4198696000018627971,351-2025,4198696000018627971,4,171782.92,1,14866.5,26,23200,14866.5,26,26,0,0,0,386529,1,1,0
4198696000018308457,800-2598,4198696000018308457,1,22123.9,1,15122.82,0,15122.82,15122.82,0,0,1,1,1,,1,1,0
4198696000017767605,800-2519,4198696000017767605,2,62935.78,1,20300,0,20300,20300,0,0,1,1,1,,1,1,0
4198696000015145084,526-1003,4198696000015145084,3,25988,1.5,5800,2,5800,5800,2,1.3333333333333333,0,0,0,11600,1,1,0
4198696000012365063,44-1085,4198696000012365063,10,19219.82,2,1250,1,1250,1250,1,0.5,1,1,0.5,1250,1,1,0
4198696000012301040,531-014,4198696000012301040,6,3923.9,2,3861,4,386,3861,4,2,0,0,0,15444,1,1,0
4198696000012064236,800-1641,4198696000012064236,8,35000,8,2200,0,2200,2200,0,0,1,8,1,,1,1,0
4198696000011718475,800-2037,4198696000011718475,4,318560,1,52990,0,52990,52990,0,0,1,1,1,,1,1,0
4198696000011255811,509-0234,4198696000011255811,3,24820,1.5,5559,1,5559,5559,1,0.6666666666666666,1,0.5,0.33333333333333337,5559,1,1,0
4198696000010046480,800-1775,4198696000010046480,2,50000,2,15000,0,15000,15000,0,0,1,2,1,,1,1,0
4198696000008973001,800-1608,4198696000008973001,1,6200,1,4000,0,4000,4000,0,0,1,1,1,,1,1,0
4198696000008815501,130-060,4198696000008815501,78,298948.04,7.090909090909091,2533,30,2533,2533,30,4.230769230769231,0,0,0,75990,1,1,0
4198696000008096118,533-123,4198696000008096118,2,72600,1,19750,2,23787,19750,2,2,0,0,0,39500,1,1,0
4198696000007812542,351-2002,4198696000007812542,4,194217.7,1,17022.5,46,25540,17022.5,46,46,0,0,0,783035,1,1,0
4198696000007744023,72-3049,4198696000007744023,12,114451.54,2,7056.45,4,7056.45,7056.45,4,2,0,0,0,28225.8,1,1,0
4198696000006693100,44-1148,4198696000006693100,12,11080,4,595,6,650,595,6,1.5,0,0,0,3570,1,1,0
4198696000005166227,72-3308,4198696000005166227,2,21700,1,6962.69,0,6962.69,6962.69,0,0,1,1,1,,1,1,0
4198696000004832034,509-0206,4198696000004832034,2,47986.73,1,18877.08,1,18877.08,18877.08,1,1,0,0,0,18877.08,1,1,0
4198696000004629821,75-1005,4198696000004629821,2,112000,1,14839,50,25000,14839,50,50,0,0,0,741950,1,1,0
4198696000002921171,800-213,4198696000002921171,2,30500,1,12267.26,0,12267.26,12267.26,0,0,1,1,1,,1,1,0
4198696000001900324,524-0601,4198696000001900324,26,164930,2,4690,7,4690,4690,7,3.5,0,0,0,32830,1,1,0
4198696000001743119,800-089,4198696000001743119,10,187254.37,2,13075.77,0,13075.77,13075.77,0,0,1,2,1,,1,1,0
4198696000001611044,520-0072,4198696000001611044,4,120000,4,19650.28,4,19650.28,19650.28,4,1,0,0,0,78601.12,1,1,0
4198696000001089136,127-1008,4198696000001089136,24,16800,12,407.14000000000004,44,407.14,407.14000000000004,44,3.6666666666666665,0,0,0,17914.160000000003,1,1,0
4198696000000897567,504-043,4198696000000897567,2,3456,1,1127.41,1,1127.41,1127.41,1,1,0,0,0,1127.41,1,1,0
4198696000000864406,509-2513,4198696000000864406,2,20000,2,5485.24,4,5485.24,5485.24,4,2,0,0,0,21940.96,1,1,0
4198696000000862543,509-0503,4198696000000862543,11,127510,1.2222222222222223,7722.160000000001,6,7722.16,7722.160000000001,6,4.909090909090908,0,0,0,46332.96000000001,1,1,0
4198696000000143965,261-1,4198696000000143965,3,3600,1,297,196,380.16,297,196,196,0,0,0,58212,1,1,0
4198696000000142219,168-15,4198696000000142219,56,16661.95,5.090909090909091,55,448,70.4,55,448,88,0,0,0,24640,1,1,0
4198696000005510545,72-3093,4198696000005510545,14,147875.54,2,3070,5,6786,3070,5,2.5,0,0,0,15350,1,1,0
4198696000017005147,800-2445,4198696000017005147,8,23808,4,1995,0,1995,1995,0,0,1,4,1,,1,1,0
4198696000016362450,800-2383,4198696000016362450,3,41100,1,8940.16,0,8940.16,8940.16,0,0,1,1,1,,1,1,0
4198696000015465336,351-2044,4198696000015465336,2,119734.51,1,21103.5,27,33000,21103.5,27,27,0,0,0,569794.5,1,1,0
4198696000011594463,517-1047,4198696000011594463,2,44673.45,1,15493.4,1,15493.4,15493.4,1,1,0,0,0,15493.4,1,1,0
4198696000009409576,800-1664,4198696000009409576,2,17800,1,5200,0,5800,5200,0,0,1,1,1,,1,1,0
4198696000009249432,168-2040,4198696000009249432,5,2561.95,1.6666666666666667,266.65,5,266.65,266.65,5,3,0,0,0,1333.25,1,1,0
4198696000004777171,800-616,4198696000004777171,2,35200,1,14381.04,0,14381.04,14381.04,0,0,1,1,1,,1,1,0
4198696000003944300,800-439,4198696000003944300,1,6700,1,4380.53,0,4380.53,4380.53,0,0,1,1,1,,1,1,0
4198696000002890182,800-207,4198696000002890182,1,10600,1,8605.32,0,8605.32,8605.32,0,0,1,1,1,,1,1,0
4198696000001735038,800-082,4198696000001735038,1,38200,1,25000,0,25000,25000,0,0,1,1,1,,1,1,0
4198696000001614509,522-0027,4198696000001614509,1,48700,1,31900,0,31900,31900,0,0,1,1,1,,1,1,0
4198696000001040959,77-13,4198696000001040959,3,900,3,82.5,197,105.6,82.5,197,65.66666666666667,0,0,0,16252.5,1,1,0
4198696000000670515,3-114,4198696000000670515,2,5200,1,1670.01,1,1670.01,1670.01,1,1,0,0,0,1670.01,1,1,0
4198696000028751113,800-4047,4198696000028751113,1,23000,1,14114.42,0,14114.42,14114.42,0,0,1,1,1,,1,1,0
4198696000011767261,800-2049,4198696000011767261,1,101700,1,66633.29,0,66633.29,66633.29,0,0,1,1,1,,1,1,0
4198696000005376180,800-817,4198696000005376180,4,12600,2,2150,0,2150,2150,0,0,1,2,1,,1,1,0
4198696000026351713,800-3698,4198696000026351713,1,64768,1,46017.68,0,46017.68,46017.68,0,0,1,1,1,,1,1,0
4198696000024424260,800-3470,4198696000024424260,1,5612,1,3982.3,0,3982.3,3982.3,0,0,1,1,1,,1,1,0
4198696000020112940,800-2912,4198696000020112940,1,10000,1,5200,0,5200,5200,0,0,1,1,1,,1,1,0
4198696000019671381,517-1132,4198696000019671381,2,50000,1,14355,6,14355,14355,6,6,0,0,0,86130,1,1,0
4198696000019183930,800-2780,4198696000019183930,2,7000,2,2273.98,0,2273.98,2273.98,0,0,1,2,1,,1,1,0
4198696000018673394,106-2042,4198696000018673394,1,39800,1,26054.4,1,26054.4,26054.4,1,1,0,0,0,26054.4,1,1,0
4198696000012342839,376-3134,4198696000012342839,1,9600,1,6290.66,1,6290.66,6290.66,1,1,0,0,0,6290.66,1,1,0
4198696000012225019,44-1022,4198696000012225019,6,7500.88,3,845,6,845,845,6,2,0,0,0,5070,1,1,0
4198696000005326087,800-806,4198696000005326087,2,72100,1,22960,0,22960,22960,0,0,1,1,1,,1,1,0
4198696000003722625,800-396,4198696000003722625,1,7800,1,6264.5,0,6264.5,6264.5,0,0,1,1,1,,1,1,0
4198696000002744001,800-183,4198696000002744001,1,38200,1,25000,0,25000,25000,0,0,1,1,1,,1,1,0
4198696000001612538,518-0544,4198696000001612538,2,78800,2,21927,2,25813.44,21927,2,1,0,0,0,43854,1,1,0
4198696000001611647,520-0096,4198696000001611647,2,45696,1,15555.77,4,15555.77,15555.77,4,4,0,0,0,62223.08,1,1,0
4198696000001096475,523-0021,4198696000001096475,2,19000,1,6200,1,6200,6200,1,1,0,0,0,6200,1,1,0
4198696000000898629,502-011,4198696000000898629,2,22200,2,8152.65,3,8152.65,8152.65,3,1.5,0,0,0,24457.949999999997,1,1,0
4198696000003722527,800-393,4198696000003722527,8,44080,4,2950,0,3551,2950,0,0,1,4,1,,1,1,0
4198696000001057652,517-001,4198696000001057652,2,54300,1,18018,4,18018,18018,4,4,0,0,0,72072,1,1,0
4198696000001040617,351-147,4198696000001040617,1,40000,1,14675,20,24000,14675,20,20,0,0,0,293500,1,1,0
4198696000031531391,46-2043,4198696000031531391,2,51327.44,2,7935,98,13000,7935,98,49,0,0,0,777630,1,1,0
4198696000028046163,800-3937,4198696000028046163,1,43225,1,29770.56,0,29770.56,29770.56,0,0,1,1,1,,1,1,0
4198696000019073516,800-2742,4198696000019073516,1,53100,1,34800,0,34800,34800,0,0,1,1,1,,1,1,0
4198696000012094017,800-1666,4198696000012094017,1,16100,1,5945.13,0,5945.133,5945.13,0,0,1,1,1,,1,1,0
4198696000004440693,800-543,4198696000004440693,2,79400,2,26018.5,0,26018.5,26018.5,0,0,1,2,1,,1,1,0
4198696000000864199,509-2026,4198696000000864199,1,54372,1,38694.7,5,38694.7,38694.7,5,5,0,0,0,193473.5,1,1,0
4198696000000678187,376-110,4198696000000678187,1,2116.81,1,1310.63,3,1310.63,1310.63,3,3,0,0,0,3931.8900000000003,1,1,0
4198696000000897972,504-088,4198696000000897972,2,7000,2,2236.65,0,2236.65,2236.65,0,0,1,2,1,,1,1,0
4198696000024764324,800-3509,4198696000024764324,1,89500,1,58489.22,0,58489.22,58489.22,0,0,1,1,1,,1,1,0
4198696000020885436,72-3164,4198696000020885436,2,9016,2,3200,2,3200,3200,2,1,0,0,0,6400,1,1,0
4198696000012467353,510-1080,4198696000012467353,7,522762.94,1.4,52914.91,1,52914.91,52914.91,1,0.7142857142857143,1,0.3999999999999999,0.2857142857142857,52914.91,1,1,0
4198696000007762182,533-019,4198696000007762182,4,91600,2,14950,10,14950,14950,10,5,0,0,0,149500,1,1,0
4198696000001615094,522-0138,4198696000001615094,6,120000,2,14127.71,0,14127.71,14127.71,0,0,1,2,1,,1,1,0
4198696000001408199,524-0580,4198696000001408199,1,5244,1,3700,0,3700,3700,0,0,1,1,1,,1,1,0
4198696000029046157,800-4097,4198696000029046157,2,72000,2,22789,0,22789,22789,0,0,1,2,1,,1,1,0
4198696000027754439,800-3878,4198696000027754439,1,25400,1,16603.2,0,16603.2,16603.2,0,0,1,1,1,,1,1,0
4198696000022082001,800-3119,4198696000022082001,2,151140,1,49592.62,0,49592.62,49592.62,0,0,1,1,1,,1,1,0
4198696000010251001,525-0018,4198696000010251001,2,17664,1,5990,2,5990,5990,2,2,0,0,0,11980,1,1,0
4198696000007279360,800-1295,4198696000007279360,2,60800,2,19900.19,0,19900.19,19900.19,0,0,1,2,1,,1,1,0
4198696000001615238,522-0001,4198696000001615238,2,33200,2,10819.67,2,10819.67,10819.67,2,1,0,0,0,21639.34,1,1,0
4198696000017650832,253-1000,4198696000017650832,2,12920,1,4400,1,4400,4400,1,1,0,0,0,4400,1,1,0
4198696000028559009,800-4015,4198696000028559009,1,148584.07,1,110000,0,110000,110000,0,0,1,1,1,,1,1,0
4198696000024053240,800-3415,4198696000024053240,1,84272,1,59990,0,59990,59990,0,0,1,1,1,,1,1,0
4198696000019011701,800-2728,4198696000019011701,4,4000,4,627,0,627,627,0,0,1,4,1,,1,1,0
4198696000018863241,800-2695,4198696000018863241,2,18200,2,5927.1,0,5927.1,5927.1,0,0,1,2,1,,1,1,0
4198696000018668034,12-1003,4198696000018668034,7,936587.61,1.75,45276,23,70700,45276,23,13.142857142857142,0,0,0,1041348,1,1,0
4198696000016723650,800-2417,4198696000016723650,1,68816,1,49000,0,49000,49000,0,0,1,1,1,,1,1,0
4198696000016070425,510-1049,4198696000016070425,1,109200,1,62784.77,2,62784.77,62784.77,2,2,0,0,0,125569.54,1,1,0
4198696000015465228,351-2027,4198696000015465228,9,379119.03,1.5,14784,21,22000,14784,21,14,0,0,0,310464,1,1,0
4198696000015465003,67-1017,4198696000015465003,5,478929.38,1.25,30580,24,47800,30580,24,19.2,0,0,0,733920,1,1,0
4198696000015464904,67-1001,4198696000015464904,9,564352.47,1.125,20790,18,32500,20790,18,16,0,0,0,374220,1,1,0
4198696000014811139,800-2261,4198696000014811139,2,8096,2,2882.67,0,2882.67,2882.67,0,0,1,2,1,,1,1,0
4198696000013123634,800-2072,4198696000013123634,1,10400,1,6800,0,6800,6800,0,0,1,1,1,,1,1,0
4198696000012190569,376-3159,4198696000012190569,2,20240,1,7200,5,7200,7200,5,5,0,0,0,36000,1,1,0
4198696000012152540,164-117,4198696000012152540,8,16842.76,1.6,1306.99,3,1342.04,1306.99,3,1.875,0,0,0,3920.9700000000003,1,1,0
4198696000011409527,800-2001,4198696000011409527,1,15000,1,7500,0,7500,7500,0,0,1,1,1,,1,1,0
4198696000010805120,238-2001,4198696000010805120,15,406477.35,2.142857142857143,9355.5,36,14000,9355.5,36,16.8,0,0,0,336798,1,1,0
4198696000009964697,520-0159,4198696000009964697,2,49728,1,14946.76,2,14946.76,14946.76,2,2,0,0,0,29893.52,1,1,0
4198696000009774705,800-1719,4198696000009774705,1,26200,1,22300,0,22300,22300,0,0,1,1,1,,1,1,0
4198696000009409885,800-1665,4198696000009409885,1,23500,1,15355.08,0,15355.08,15355.08,0,0,1,1,1,,1,1,0
4198696000006545516,106-2017,4198696000006545516,12,356059.36,1.7142857142857142,20313,4,20764.4,20313,4,2.3333333333333335,0,0,0,81252,1,1,0
4198696000006545314,106-2003,4198696000006545314,6,21485.81,1.2,2309.2000000000003,5,2456.4,2309.2000000000003,5,4.166666666666667,0,0,0,11546.000000000002,1,1,0
4198696000004629408,46-2013,4198696000004629408,3,57000,1,5065.5,199,8500,5065.5,199,199,0,0,0,1008034.5,1,1,0
4198696000004325022,800-515,4198696000004325022,2,45600,1,18662.62,0,18662.62,18662.62,0,0,1,1,1,,1,1,0
4198696000003678257,517-1016,4198696000003678257,6,221566.22,1.2,26973,0,26973,26973,0,0,1,1.2,1,,1,1,0
4198696000002566078,800-150,4198696000002566078,1,17600,1,11500,0,11500,11500,0,0,1,1,1,,1,1,0
4198696000001614986,522-0112,4198696000001614986,4,84400,2,13789.38,0,13789.38,13789.38,0,0,1,2,1,,1,1,0
4198696000001407596,524-0513,4198696000001407596,1,32800,1,21500,1,21500,21500,1,1,0,0,0,21500,1,1,0
4198696000001407317,524-0140,4198696000001407317,2,18300,1,5900,3,6200,5900,3,3,0,0,0,17700,1,1,0
4198696000001089091,127-1003,4198696000001089091,50,27377.84,8.333333333333334,346.11999999999995,6,346.12,346.11999999999995,6,0.72,1,2.333333333333334,0.28,2076.72,1,1,0
4198696000000899700,503-022,4198696000000899700,10,39600,1.6666666666666667,1570.8,16,2712.91,1570.8,16,9.6,0,0,0,25132.8,1,1,0
4198696000000865693,509-3505,4198696000000865693,2,33840.68,1,12089.32,1,13467.97,12089.32,1,1,0,0,0,12089.32,1,1,0
4198696000000864181,509-2024,4198696000000864181,1,49220,1,35012.39,1,35012.39,35012.39,1,1,0,0,0,35012.39,1,1,0
4198696000000863209,509-1003,4198696000000863209,10,201207.08,2.5,13050,12,13050,13050,12,4.8,0,0,0,156600,1,1,0
