Item ID,Estimate ID,Product ID,Item Name,Quantity,Total (BCY),Sub Total (BCY),Last Modified Time,Created Time,Project ID,Expense ID
4198696000012834109,4198696000012834075,4198696000010348100,Bush-Punta-Tij-Del-Hyundai-Tucson-05-10 M-14X66.5X36X60,1.00,"CRC 4,070.80","CRC 4,070.80",2024-11-26 14:54:15,2024-11-25 16:27:30,,
4198696000013012052,4198696000013012050,4198696000000862174,PASTILLA FRENO CERAMICA HONDA ACCORD 92- PRELUDE CRV SUZUKI SX4,1.00,"CRC 10,000.00","CRC 10,000.00",2024-11-29 13:31:15,2024-11-27 17:32:25,,
4198696000013012054,4198696000013012050,4198696000009802076,KASHIMA BR31029 DISCOS PARA FRENO HONDA CIVIC 94-00,4.00,"CRC 49,911.50","CRC 49,911.50",2024-11-29 13:31:15,2024-11-27 17:32:25,,
4198696000013012056,4198696000013012050,4198696000000862138,PASTILLA FRENO CERAMICA HONDA CIVIC D560 -00 ACCORD,1.00,"CRC 13,451.33","CRC 13,451.33",2024-11-29 13:31:15,2024-11-27 17:32:25,,
4198696000013037003,4198696000013037001,4198696000011516358,NGK BKR5E-11 BUJIA PROYECT.CON RESISTENCIA 14X19 MM 16 MM,4.00,"CRC 7,164.60","CRC 7,164.60",2024-11-27 17:01:31,2024-11-27 14:38:02,,
4198696000013037005,4198696000013037001,4198696000004150128,NGK RC-NX93 CABLES PARA BUJIAS NISSAN MOTOR KA24E,1.00,"CRC 16,608.85","CRC 16,608.85",2024-11-27 17:01:31,2024-11-27 14:38:02,,
4198696000013037007,4198696000013037001,4198696000012946745,TAPA DISTR YD251 NISS D21,1.00,"CRC 6,676.11","CRC 6,676.11",2024-11-27 17:01:31,2024-11-27 14:38:02,,
4198696000013037009,4198696000013037001,4198696000012946754,ROTOR DISTR YR245 NISS D21,1.00,"CRC 3,907.96","CRC 3,907.96",2024-11-27 17:01:31,2024-11-27 14:38:02,,
4198696000013037011,4198696000013037001,4198696000013010255,FILTRO GASOLINA NISSAN D21,1.00,"CRC 12,375.22","CRC 12,375.22",2024-11-27 17:01:31,2024-11-27 14:38:02,,
4198696000013037013,4198696000013037001,4198696000000844084,PERMATEX LIMPIADOR CARBURADOR 310gm  (c12),1.00,"CRC 2,198.23","CRC 2,198.23",2024-11-27 17:01:31,2024-11-27 14:38:02,,
4198696000013037015,4198696000013037001,4198696000000844237,ABRO LIMP CONTACTOS ELECTRICOS 5.5 oz,1.00,"CRC 2,605.31","CRC 2,605.31",2024-11-27 17:01:31,2024-11-27 14:38:02,,
4198696000013037017,4198696000013037001,4198696000000678475,FAJA AUT ACCORD PS 2.0 FRONTIER 2.4 KA24 96-720  15360,1.00,"CRC 1,465.49","CRC 1,465.49",2024-11-27 17:01:31,2024-11-27 14:38:02,,
4198696000013037019,4198696000013037001,4198696000000678277,FAJA AUT 4RUNNER 22RE CASE IH 8.3 86-06 FORD  17450,1.00,"CRC 2,198.23","CRC 2,198.23",2024-11-27 17:01:31,2024-11-27 14:38:02,,
4198696000013037021,4198696000013037001,4198696000001089307,MANGUERA COMBUSTIBLE 3/16 10 MTS,0.20,"CRC 2,279.65","CRC 2,279.65",2024-11-27 17:01:31,2024-11-27 14:38:02,,
4198696000013346218,4198696000013346216,4198696000013360843,DISCO F TY TRAS RAV 4 05-17,2.00,"CRC 38,753.98","CRC 38,753.98",2024-12-03 17:03:35,2024-12-03 17:03:35,,
4198696000013346220,4198696000013346216,4198696000000863497,DISCO FRENO TOYOTA DELANTERO RAV4 06-10 SCION XB -10 LEXUS HS,2.00,"CRC 53,408.85","CRC 53,408.85",2024-12-03 17:03:35,2024-12-03 17:03:35,,
4198696000013346222,4198696000013346216,4198696000001610126,GALLETA COMPENSADOR TOYOTA RAV 06-19 DELANTERA CON GUIA,2.00,"CRC 56,991.15","CRC 56,991.15",2024-12-03 17:03:35,2024-12-03 17:03:35,,
4198696000013346224,4198696000013346216,4198696000000860806,PASTILLA FRENO SEMI METALICA TOYOTA RAV4 2.4L06- 13 5 PASAJ COROLLA ALTIS 1.8 -17,1.00,"CRC 10,421.24","CRC 10,421.24",2024-12-03 17:03:35,2024-12-03 17:03:35,,
4198696000013346226,4198696000013346216,4198696000000860815,PASTILLA FRENO SEMI METALICA TOYOTA RAV4 2.4L 3.5L 06-,1.00,"CRC 12,375.22","CRC 12,375.22",2024-12-03 17:03:35,2024-12-03 17:03:35,,
4198696000013346228,4198696000013346216,4198696000001612367,BOCINA DELANTERO TOYOTA RAV4 06-10 4X2 FWD HS AVENISSAN,2.00,"CRC 77,507.96","CRC 77,507.96",2024-12-03 17:03:35,2024-12-03 17:03:35,,
4198696000013346230,4198696000013346216,4198696000001612727,BOCINA TRASERO TOYOTA RAV4 2wd XA30 XA40  06- LEXUS 07- HS NX,2.00,"CRC 85,975.22","CRC 85,975.22",2024-12-03 17:03:35,2024-12-03 17:03:35,,
4198696000013451005,4198696000013451003,4198696000011064513,SOPORTE MOTOR LH TOYOTA YARIS 2000-2005,1.00,"CRC 11,946.90","CRC 11,946.90",2024-12-06 10:12:53,2024-12-06 10:12:53,,
4198696000013451007,4198696000013451003,4198696000001045569,SOPORTE MOTOR RH TOYOTA ECHO 1.5 2000-2005 // YARIS 1.3 2004-2006,1.00,"CRC 27,079.65","CRC 27,079.65",2024-12-06 10:12:53,2024-12-06 10:12:53,,
4198696000013451009,4198696000013451003,4198696000011064468,SOPORTE MOTOR TOYOTA COROLLA YARIS 2000-2005 ECHO,1.00,"CRC 16,814.16","CRC 16,814.16",2024-12-06 10:12:53,2024-12-06 10:12:53,,
4198696000013451078,4198696000013451076,4198696000007365193,Am.TY Yaris 13-16 (17) Del R/L Gas 485100D592 - 48510-0D591 / 485100D470,1.00,"CRC 26,991.15","CRC 26,991.15",2024-12-06 16:11:36,2024-12-06 12:05:07,,
4198696000013451080,4198696000013451076,4198696000004417835,Tijereta Inferior RH Toyota Yaris/Vios 09/2018 (NSP151L-AEXRK),1.00,"CRC 19,823.01","CRC 19,823.01",2024-12-06 16:11:36,2024-12-06 12:05:07,,
4198696000013451082,4198696000013451076,4198696000006967405,"TIJERETA RH. TOY. YARIS, ETIOS. 14/21,( SB3602) = 09210, 0D081 48068-09170",1.00,"CRC 25,132.74","CRC 25,132.74",2024-12-06 16:11:36,2024-12-06 12:05:07,,
4198696000013451127,4198696000013451125,4198696000001674796,TERMOSTATO ACCENT BLUE/KIA RIO 1.6 11-15 G4LC/G4FC,1.00,"CRC 7,433.63","CRC 7,433.63",2024-12-06 12:35:23,2024-12-06 12:16:42,,
4198696000013522021,4198696000013522019,4198696000005387665,"""2960, TIPO C. 87X10 ROT. SUSP. INF. RH/LH. HYU. H-1,STAREX. 97/07 = 54530-4AA00, 47000. 4.TOR. SB-7762, CBKH16""",1.00,"CRC 11,681.42","CRC 11,681.42",2024-12-07 11:24:21,2024-12-07 11:23:56,,
4198696000013522023,4198696000013522019,4198696000000860599,BATERIA GONHER G-27F-700,1.00,"CRC 70,796.46","CRC 70,796.46",2024-12-07 11:24:21,2024-12-07 11:23:56,,
4198696000013522025,4198696000013522019,4198696000005387665,"""2960, TIPO C. 87X10 ROT. SUSP. INF. RH/LH. HYU. H-1,STAREX. 97/07 = 54530-4AA00, 47000. 4.TOR. SB-7762, CBKH16""",1.00,"CRC 11,681.42","CRC 11,681.42",2024-12-07 11:24:21,2024-12-07 11:23:56,,
4198696000013730025,4198696000013730023,4198696000013704266,COMPENSADOR NISSAN 200SX,2.00,"CRC 53,982.30","CRC 53,982.30",2024-12-10 17:40:40,2024-12-10 17:40:40,,
4198696000013730027,4198696000013730023,4198696000001612133,BOCINA TRASERA NISSAN SENTRA B13 B14 C/COPA,1.00,"CRC 19,026.55","CRC 19,026.55",2024-12-10 17:40:40,2024-12-10 17:40:40,,
4198696000013936013,4198696000013936011,4198696000007471258,NGK ZFR6F-11 BUJIA PARA AUTOMOVIL HEXAGONO 16 RM,1.00,"CRC 2,743.36","CRC 2,743.36",2024-12-12 10:51:12,2024-12-12 10:51:12,,
4198696000013936015,4198696000013936011,4198696000004417907,Set Cables de Bujia 2002 Honda CR-V LX 4X4 2400 cc,1.00,"CRC 5,840.71","CRC 5,840.71",2024-12-12 10:51:12,2024-12-12 10:51:12,,
4198696000013936017,4198696000013936011,4198696000007811570,Filtro Combustible Honda CR-V LX 4X4 2400 cc,1.00,"CRC 2,654.87","CRC 2,654.87",2024-12-12 10:51:12,2024-12-12 10:51:12,,
4198696000013936019,4198696000013936011,4198696000006904424,FILTRO AIRE HONDA D16,1.00,"CRC 4,070.80","CRC 4,070.80",2024-12-12 10:51:12,2024-12-12 10:51:12,,
4198696000013992025,4198696000013992023,4198696000000136441,SET ROTULAS DE DIRECCION TOYOTA PRADO/ SURF 1999-2001 IMPORTADO,1.00,"CRC 11,805.31","CRC 11,805.31",2025-01-24 12:28:14,2024-12-13 09:20:52,,
4198696000013992027,4198696000013992023,4198696000010545183,"ROT. CREMA. TOY. TACOMA. 95/04, 4X2, 4X4, 4RUNNER, HILUX.",2.00,"CRC 12,212.39","CRC 12,212.39",2025-01-24 12:28:14,2024-12-13 09:20:52,,
4198696000013992029,4198696000013992023,4198696000002859021,ROTULA SUSPENSION INFERIOR LH TOYOTA 4RUNNER 95-- SB3806L,1.00,"CRC 20,598.23","CRC 20,598.23",2025-01-24 12:28:14,2024-12-13 09:20:52,,
4198696000013992031,4198696000013992023,4198696000002859030,ROTULA SUSPENSION INFERIOR RH TOYOTA 4RUNNER 95-- SB3806R,1.00,"CRC 20,598.23","CRC 20,598.23",2025-01-24 12:28:14,2024-12-13 09:20:52,,
4198696000013992033,4198696000013992023,4198696000011767374,"ROT. SUSP. SUP. RH/LH. TOY. HILUX, RUNNER. 95/02, 4X2, TACOMA USA. 95/00, 4X4, PRADO. 95/00, SB-3561",2.00,"CRC 14,166.37","CRC 14,166.37",2025-01-24 12:28:14,2024-12-13 09:20:52,,
4198696000013992054,4198696000013992023,4198696000001615265,COMPENSADOR TOYOTA LAND C DYNA 34959 90-96 6959 P/O R/L,2.00,"CRC 33,869.03","CRC 33,869.03",2025-01-24 12:28:14,2024-12-13 09:20:52,,
4198696000013992063,4198696000013992023,4198696000012103941,ROT. ESTAB. TRAS. RH/LH. TOY. 4RUNNER PRADO 96/02,2.00,"CRC 9,444.25","CRC 9,444.25",2025-01-24 12:28:14,2024-12-13 09:20:52,,
4198696000013992065,4198696000013992023,4198696000006945010,Hule-Est-Del-Toyota-Prado-4-Puertas-96-02 M-26X40X41,2.00,"CRC 2,442.48","CRC 2,442.48",2025-01-24 12:28:14,2024-12-13 09:20:52,,
4198696000013992067,4198696000013992023,4198696000001614689,COMPENSADOR TOYOTA LAND C HILUX RZN VZN PRADO RUNNER TACOMA 4W 96-02,1.00,"CRC 26,053.10","CRC 26,053.10",2025-01-24 12:28:14,2024-12-13 09:20:52,,
4198696000013992069,4198696000013992023,4198696000012103725,Sop-Comp-Del-Toyota-Prado-96-02,2.00,"CRC 13,677.88","CRC 13,677.88",2025-01-24 12:28:14,2024-12-13 09:20:52,,
4198696000013992071,4198696000013992023,4198696000012108006,Bush-Ten-Tras-Toyota-Prado-96-02-4Runner-96-04-MHM,4.00,"CRC 11,723.89","CRC 11,723.89",2025-01-24 12:28:14,2024-12-13 09:20:52,,
4198696000014217107,4198696000014217105,4198696000012887024,Am.Hy Tucson  / Kia Sportage 11-15 Del LH G,1.00,"CRC 36,718.58","CRC 36,718.58",2024-12-17 16:37:53,2024-12-17 16:37:40,,
4198696000014217109,4198696000014217105,4198696000004421187,Farol Delantero LH Hyundai Tucson 2010-2015 G4KD,1.00,"CRC 44,778.76","CRC 44,778.76",2024-12-17 16:37:53,2024-12-17 16:37:40,,
4198696000014217111,4198696000014217105,4198696000008352455,"TIJERETA INF. LH. HYU. TUCSON. KIA SPORTAGE. 09/14, I35. 09/13",1.00,"CRC 61,061.95","CRC 61,061.95",2024-12-17 16:37:53,2024-12-17 16:37:40,,
4198696000014272106,4198696000014272104,4198696000010805447,Rotula de Cremallera Toyota Yaris Vitz Vios SCP90 2005-/ECHO,1.00,"CRC 5,699.12","CRC 5,699.12",2024-12-18 13:09:21,2024-12-18 13:09:10,,
4198696000014272108,4198696000014272104,4198696000000136432,SET DE ROTULA DE CREMALLERA TOYOTA ECHO NCP40 2003 / VITZ IMPORTADO,1.00,"CRC 3,663.72","CRC 3,663.72",2024-12-18 13:09:21,2024-12-18 13:09:10,,
4198696000014272110,4198696000014272104,4198696000000679024,ROTULA CREMALLERA COROLLA ZZE122/123 00-  SR-3640,1.00,"CRC 3,582.30","CRC 3,582.30",2024-12-18 13:09:21,2024-12-18 13:09:10,,
4198696000014272112,4198696000014272104,4198696000000679591,ROTULA DIRECCION EXTERNA YARIS 05- SE-T021R,1.00,"CRC 6,350.44","CRC 6,350.44",2024-12-18 13:09:21,2024-12-18 13:09:10,,
4198696000014272114,4198696000014272104,4198696000000678997,ROTULA DIRECCION COROLLA 84-00 YARIS HECHO 99-SE- 2651,1.00,"CRC 3,745.13","CRC 3,745.13",2024-12-18 13:09:21,2024-12-18 13:09:10,,
4198696000014272116,4198696000014272104,4198696000000679600,ROTULA DIRECCION EXTERNA LH TY COROLLA 1ZZ 00-SE-3641L,1.00,"CRC 5,129.20","CRC 5,129.20",2024-12-18 13:09:21,2024-12-18 13:09:10,,
4198696000014272118,4198696000014272104,4198696000000679582,ROTULA DIRECCION EXTERNA RH COROLLA ZZE 01- SE-3641R,1.00,"CRC 5,292.04","CRC 5,292.04",2024-12-18 13:09:21,2024-12-18 13:09:10,,
4198696000014272120,4198696000014272104,4198696000000860770,PASTILLA FRENO SEMI METALICA TOYOTA YARIS 06- GREET WALL C30 SEDAN TAX,1.00,"CRC 8,630.09","CRC 8,630.09",2024-12-18 13:09:21,2024-12-18 13:09:10,,
4198696000014272122,4198696000014272104,4198696000000861679,PASTILLA FRENO CERAMICA TOYOTA YARIS 06- GREET WALL C30 SEDAN TAX,1.00,"CRC 13,840.71","CRC 13,840.71",2024-12-18 13:09:21,2024-12-18 13:09:10,,
4198696000014272124,4198696000014272104,4198696000000861706,PASTILLA FRENO CERAMICA TOYOTA RAV4 2.4L 06- 13 5 PASAJ COROLLA  ALTIS,1.00,"CRC 15,061.95","CRC 15,061.95",2024-12-18 13:09:21,2024-12-18 13:09:10,,
4198696000014272126,4198696000014272104,4198696000000860806,PASTILLA FRENO SEMI METALICA TOYOTA RAV4 2.4L06- 13 5 PASAJ COROLLA ALTIS 1.8 -17,1.00,"CRC 10,421.24","CRC 10,421.24",2024-12-18 13:09:21,2024-12-18 13:09:10,,
4198696000014272128,4198696000014272104,4198696000000862417,PASTILLA FRENO CERAMICA TOYOTA YARIS 99-02,1.00,"CRC 11,398.23","CRC 11,398.23",2024-12-18 13:09:21,2024-12-18 13:09:10,,
4198696000014272130,4198696000014272104,4198696000000861526,PASTILLA FRENO SEMI METALICA TOYOTA YARIS 99-02,1.00,"CRC 7,571.68","CRC 7,571.68",2024-12-18 13:09:21,2024-12-18 13:09:10,,
4198696000014272132,4198696000014272104,4198696000000862885,ZAPATA FRENO TOYOTA YARIS 06-,1.00,"CRC 10,421.24","CRC 10,421.24",2024-12-18 13:09:21,2024-12-18 13:09:10,,
4198696000014272134,4198696000014272104,4198696000000861796,PASTILLA FRENO CERAMICA TOYOTA ALTEZZA COROLLA  XRS 08 - YARIS 12- SUZUKI BALENO,1.00,"CRC 8,792.92","CRC 8,792.92",2024-12-18 13:09:21,2024-12-18 13:09:10,,
4198696000014272136,4198696000014272104,4198696000000860887,PASTILLA FRENO SEMI METALICA TOYOTA ALTEZZA COROLLA XRS 08-18 1.8 YARIS 12-SUZUKI BALE,1.00,"CRC 6,269.03","CRC 6,269.03",2024-12-18 13:09:21,2024-12-18 13:09:10,,
4198696000014272138,4198696000014272104,4198696000000862795,ZAPATA FRENO TOYOTA YARIS 99-05,1.00,"CRC 5,699.12","CRC 5,699.12",2024-12-18 13:09:21,2024-12-18 13:09:10,,
4198696000014272140,4198696000014272104,4198696000006120929,"TIJERETA LH. TOY. YARIS. 06/14, PRIUS. 11-- (SB-3602)",1.00,"CRC 23,122.12","CRC 23,122.12",2024-12-18 13:09:21,2024-12-18 13:09:10,,
4198696000014272142,4198696000014272104,4198696000006753973,TIJERETA RH TOYOTA YARIS 06/14 PRIUS 11/-- SB-3602,1.00,"CRC 23,122.12","CRC 23,122.12",2024-12-18 13:09:21,2024-12-18 13:09:10,,
4198696000014272144,4198696000014272104,4198696000006515209,"TIJERETA RH. TOY. YARIS, ECHO. 99/05, 14.3MM",1.00,"CRC 24,913.27","CRC 24,913.27",2024-12-18 13:09:21,2024-12-18 13:09:10,,
4198696000014272146,4198696000014272104,4198696000006515218,"TIJERETA LH. TOY. YARIS, ECHO. 99/05, 14.3 MM",1.00,"CRC 24,913.27","CRC 24,913.27",2024-12-18 13:09:21,2024-12-18 13:09:10,,
4198696000014272148,4198696000014272104,4198696000007344500,AMORTIGUADOR TOYOTA YARIS 06-12 Del RH G,1.00,"CRC 26,704.42","CRC 26,704.42",2024-12-18 13:09:21,2024-12-18 13:09:10,,
4198696000014272150,4198696000014272104,4198696000007344509,AMORTIGUADOR TOYOTA YARIS 06-12 Del LH G,1.00,"CRC 26,704.42","CRC 26,704.42",2024-12-18 13:09:21,2024-12-18 13:09:10,,
4198696000014272152,4198696000014272104,4198696000010390404,AMORTIGUADOR TOYOTA Yaris 06-12 Tras R/L Gas,1.00,"CRC 22,307.96","CRC 22,307.96",2024-12-18 13:09:21,2024-12-18 13:09:10,,
4198696000014272154,4198696000014272104,4198696000007344509,AMORTIGUADOR TOYOTA YARIS 06-12 Del LH G,1.00,"CRC 26,704.42","CRC 26,704.42",2024-12-18 13:09:21,2024-12-18 13:09:10,,
4198696000014272156,4198696000014272104,4198696000007762182,Am. TY YARIS 99-05 TRAS G(ECHO) GREAT WALL 2017,1.00,"CRC 18,644.25","CRC 18,644.25",2024-12-18 13:09:21,2024-12-18 13:09:10,,
4198696000014272158,4198696000014272104,4198696000004015550,"JINGFU ROTULA ESTABALIZADORA DELANTERA RH/LH TOYOTA YARIS. 07/12, SL-T020= 48820-52030,TIPO C. 390X12 48820-0D020",1.00,"CRC 5,373.45","CRC 5,373.45",2024-12-18 13:09:21,2024-12-18 13:09:10,,
4198696000014272160,4198696000014272104,4198696000003873869,ROTULA ESTABILIZADORA DELANTERA TOYOTA COROLLA 01/18 CORAXI SL3640 COROLLA =SL0027,1.00,"CRC 6,024.78","CRC 6,024.78",2024-12-18 13:09:21,2024-12-18 13:09:10,,
4198696000014378065,4198696000014378063,4198696000007811408,Filtro Aceite Hyundai Accent Blue 2010-2017,1.00,"CRC 1,238.94","CRC 1,238.94",2024-12-19 12:08:33,2024-12-19 11:53:37,,
4198696000014378067,4198696000014378063,4198696000001408010,EMP. TAPA VALV. VER 1.5/1.6 DOHC99-05/MATRIX 1.6 (G4ED/QLM 1.6)(Nbr),1.00,"CRC 2,300.88","CRC 2,300.88",2024-12-19 12:08:33,2024-12-19 11:53:37,,
4198696000014378069,4198696000014378063,4198696000000863452,DISCO FRENO HYUNDAI DELANTERO ACCENT 00-03 USA VERNA,2.00,"CRC 41,769.91","CRC 41,769.91",2024-12-19 12:08:33,2024-12-19 11:53:37,,
4198696000014378100,4198696000014378063,4198696000000861337,PASTILLA FRENO SEMI METALICA HYUNDAI EXCEL 89- ELANTRA ACCENT-05 GETZ,1.00,"CRC 10,619.47","CRC 10,619.47",2024-12-19 12:08:33,2024-12-19 11:53:37,,
4198696000014378102,4198696000014378063,4198696000000865027,BOMBA AUX FRENO HYUNDAI ACCENT VERNA R/L 3/4 58330-25000,2.00,"CRC 17,876.11","CRC 17,876.11",2024-12-19 12:08:33,2024-12-19 11:53:37,,
4198696000014378104,4198696000014378063,4198696000000862714,ZAPATA FRENO HYUNDAI ACCENT 99-05 EXCEL 92-,1.00,"CRC 6,902.65","CRC 6,902.65",2024-12-19 12:08:33,2024-12-19 11:53:37,,
4198696000014378106,4198696000014378063,4198696000000836994,WAGNER LIQ FRENO DOT3 1/4 32oz PLAST (c1,1.00,"CRC 4,336.28","CRC 4,336.28",2024-12-19 12:08:33,2024-12-19 11:53:37,,
4198696000014378108,4198696000014378063,4198696000007812290,Kit Rol De Bocina Trasero Hyundai Accent 1999-2004 G4EK,2.00,"CRC 27,433.63","CRC 27,433.63",2024-12-19 12:08:33,2024-12-19 11:53:37,,
4198696000014378110,4198696000014378063,4198696000012152107,GAZA METALICA P/BOTA 4.6X350MM,3.00,CRC 265.49,CRC 265.49,2024-12-19 12:08:33,2024-12-19 11:53:37,,
4198696000014378112,4198696000014378063,4198696000012152392,GAZA METALICA P/BOTA 4.6X700MM,3.00,CRC 265.49,CRC 265.49,2024-12-19 12:08:33,2024-12-19 11:53:37,,
4198696000014378114,4198696000014378063,4198696000000602554,GRASA ROJA CHEVRON DELO STARPLEX EP 2  (4-10/14),1.00,"CRC 2,920.35","CRC 2,920.35",2024-12-19 12:08:33,2024-12-19 11:53:37,,
4198696000014378116,4198696000014378063,4198696000000139708,BOMBILLO 12V P21 5W DOBLE CONTACTO BAY15D .,2.00,CRC 530.97,CRC 530.97,2024-12-19 12:08:33,2024-12-19 11:53:37,,
4198696000014378118,4198696000014378063,4198696000000899781,FLOSSER BOMBILLO T10 12V 3W,1.00,CRC 265.49,CRC 265.49,2024-12-19 12:08:33,2024-12-19 11:53:37,,
4198696000014378120,4198696000014378063,4198696000004161499,HELLA 7506 BOMBILLO P/VEHICULO INCANDESCENTE MULTIUSO 12V 21W BA15S (VENTAXCAJA 10 UNI),1.00,"CRC 2,212.39","CRC 2,212.39",2024-12-19 12:08:33,2024-12-19 11:53:37,,
4198696000014378122,4198696000014378063,4198696000000899781,FLOSSER BOMBILLO T10 12V 3W,2.00,CRC 530.97,CRC 530.97,2024-12-19 12:08:33,2024-12-19 11:53:37,,
4198696000014378124,4198696000014378063,4198696000000139717,BOMBILLO H4 P43T 12VOLT 100/ 90W OFF ROAD,1.00,"CRC 1,238.94","CRC 1,238.94",2024-12-19 12:08:33,2024-12-19 11:53:37,,
4198696000014378126,4198696000014378063,4198696000011516358,NGK BKR5E-11 BUJIA PROYECT.CON RESISTENCIA 14X19 MM 16 MM,4.00,"CRC 7,787.61","CRC 7,787.61",2024-12-19 12:08:33,2024-12-19 11:53:37,,
4198696000014378128,4198696000014378063,4198696000000899457,NGK CABLES P/BUJIA HY/ACCENT 1.5C 95-97 8377,1.00,"CRC 21,946.90","CRC 21,946.90",2024-12-19 12:08:33,2024-12-19 11:53:37,,
4198696000014378130,4198696000014378063,4198696000000844264,ABRO SILICON ULTRA GRIS 3oz 85g (c12),1.00,"CRC 1,858.41","CRC 1,858.41",2024-12-19 12:08:33,2024-12-19 11:53:37,,
4198696000014503099,4198696000014503097,4198696000006129106,DISCO FRENO DELANTERO HYUNDAI SANTA FE 05-19 KIA SORENTO 06-20,1.00,"CRC 35,575.22","CRC 35,575.22",2024-12-20 16:47:01,2024-12-20 16:47:01,,
4198696000014503101,4198696000014503097,4198696000006129106,DISCO FRENO DELANTERO HYUNDAI SANTA FE 05-19 KIA SORENTO 06-20,1.00,"CRC 35,575.22","CRC 35,575.22",2024-12-20 16:47:01,2024-12-20 16:47:01,,
4198696000014977009,4198696000014977007,4198696000010805537,Cremallera de Dirección sin Rotulas Toyota Corolla 1997-2001 (AE111) (44250-12581),1.00,"CRC 116,814.16","CRC 116,814.16",2025-01-03 14:54:01,2025-01-03 14:53:57,,
4198696000014977011,4198696000014977007,4198696000005314415,AMORTIGUADOR TOYOTA TERCEL (EL30/31 SELLADO)- EL40/42 87-94 R/L Gas (333067/68) 15MM.,2.00,"CRC 56,637.17","CRC 56,637.17",2025-01-03 14:54:01,2025-01-03 14:53:57,,
4198696000014977013,4198696000014977007,4198696000000863587,DISCO FRENO TOYOTA DELANTERO TERCEL EL40/41/50 -98,2.00,"CRC 33,097.35","CRC 33,097.35",2025-01-03 14:54:01,2025-01-03 14:53:57,,
4198696000014977015,4198696000014977007,4198696000000862129,PASTILLA FRENO CERAMICA TOYOTA COROLLA 87 TERCEL,1.00,"CRC 13,805.31","CRC 13,805.31",2025-01-03 14:54:01,2025-01-03 14:53:57,,
4198696000014977017,4198696000014977007,4198696000000862660,ZAPATA FRENO TOYOTA TERCEL 90-99 STARLET 87-98 PASEO,1.00,"CRC 8,053.10","CRC 8,053.10",2025-01-03 14:54:01,2025-01-03 14:53:57,,
4198696000014977019,4198696000014977007,4198696000000863875,TAMBOR FRENO TOYOTA TERCEL 91-95 PASEO STARL  C/BOC,2.00,"CRC 34,159.29","CRC 34,159.29",2025-01-03 14:54:01,2025-01-03 14:53:57,,
4198696000015146003,4198696000015146001,4198696000000863254,DISCO FRENO HYUNDAI TRASERO ACCENT BLUE ACCENT 10- i20 14- KIA RIO 11-,2.00,"CRC 32,240.71","CRC 32,240.71",2025-01-07 10:44:23,2025-01-07 10:43:23,,
4198696000015146014,4198696000015146001,4198696000004421106,Disco de Freno Delantero Hyundai Accent Blue 2010-2017,2.00,"CRC 23,122.12","CRC 23,122.12",2025-01-07 10:44:23,2025-01-07 10:43:23,,
4198696000015146016,4198696000015146001,4198696000000861877,PASTILLA FRENO CERAMICA HYUNDAI ELANTRA VELOSTER ACCENT 10- BLUE KIA RIO DELANTERAS,1.00,"CRC 16,771.68","CRC 16,771.68",2025-01-07 10:44:23,2025-01-07 10:43:23,,
4198696000015146018,4198696000015146001,4198696000000861886,PASTILLA FRENO CERAMICA HYUNDAI ACCENT BLUE ELANT 11- TUCSON 15- TRASERAS,1.00,"CRC 10,421.24","CRC 10,421.24",2025-01-07 10:44:23,2025-01-07 10:43:23,,
4198696000015319848,4198696000015319846,4198696000001089244,TACO HIUNDAI 1.5 47MMX35MM 14M,1.00,CRC 530.97,CRC 530.97,2025-01-09 17:13:23,2025-01-09 17:13:23,,
4198696000015319850,4198696000015319846,4198696000001089253,TACO ACCENT BLUE/SUZ CELERIO HI 08-17 49LARGOX13MM FRESADO 12MM *1.5,1.00,CRC 353.98,CRC 353.98,2025-01-09 17:13:23,2025-01-09 17:13:23,,
4198696000015319852,4198696000015319846,4198696000001089262,TACO HYUNDAI GRACE IZQUIERDO.,1.00,CRC 442.48,CRC 442.48,2025-01-09 17:13:23,2025-01-09 17:13:23,,
4198696000015319854,4198696000015319846,4198696000001089271,TACO HYUNDAI STAREX 14X14 LARGO 47.5M,1.00,CRC 442.48,CRC 442.48,2025-01-09 17:13:23,2025-01-09 17:13:23,,
4198696000015319856,4198696000015319846,4198696000001089289,TACO TOY/HIUN 1.5 MM 14M FRESADO 45.3X30.5M.,1.00,CRC 353.98,CRC 353.98,2025-01-09 17:13:23,2025-01-09 17:13:23,,
4198696000015319858,4198696000015319846,4198696000001089298,TACO TOY MONTERO 12MMX1.5 49.5M 14M FRESADO,1.00,CRC 353.98,CRC 353.98,2025-01-09 17:13:23,2025-01-09 17:13:23,,
4198696000015319860,4198696000015319846,4198696000000679771,TACO HONDA 12MMX1.5.12.3M FRESADO 48.5X27.,1.00,CRC 442.48,CRC 442.48,2025-01-09 17:13:23,2025-01-09 17:13:23,,
4198696000015319862,4198696000015319846,4198696000001089190,TACO RUEDA HYUNDAY H1 14.5MMX47,1.00,CRC 353.98,CRC 353.98,2025-01-09 17:13:23,2025-01-09 17:13:23,,
4198696000015319864,4198696000015319846,4198696000001089217,TACO NISSAN  12.5 FRESADO 45X28.CHANFLEADO.,1.00,CRC 442.48,CRC 442.48,2025-01-09 17:13:23,2025-01-09 17:13:23,,
4198696000015319866,4198696000015319846,4198696000001089226,TACO NISSAN B-13 14M FRESADO 47X26.,1.00,CRC 353.98,CRC 353.98,2025-01-09 17:13:23,2025-01-09 17:13:23,,
